,ArrayNostre,GSE13432_7d,GSE13432_35d,GSE51080_10d,GSE55934_Adre_10d,GSE98132_Adre_3d,GSE108077_7d,GSE110420_10d
BC106179,0,0,0,0,0,0,1,0
Rcan3,0,0,0,0,1,0,0,0
Tmie,0,0,0,0,0,0,1,0
Rcbtb2,0,0,0,0,1,0,0,0
Pdss2,0,0,0,0,0,0,1,0
Gm9821,0,0,0,0,0,0,1,0
Reep5,0,0,0,0,1,0,0,0
Tatdn3,0,0,0,0,1,0,1,0
Retn,0,0,0,0,1,0,1,0
Rfc4,0,0,0,0,1,0,1,0
Dhrs1,0,0,0,0,1,0,1,0
Rgcc,0,0,0,0,1,0,1,0
Hibadh,0,0,0,0,1,0,1,0
Rgma,0,0,0,0,1,0,1,0
Whrn,0,0,0,0,0,0,1,0
Rgmb,0,0,0,0,1,0,0,0
Tpcn2,0,0,0,0,0,0,1,0
Tbx2,0,0,0,0,0,0,1,0
Rsph3a,0,0,0,0,0,0,1,0
Malsu1,0,0,0,0,0,0,1,0
Flnb,0,0,0,0,0,0,1,0
Rhoq,0,0,0,0,1,0,0,0
Nhp2,0,0,0,0,0,0,1,0
Ric3,0,0,0,0,1,0,1,0
Lamtor5,0,0,0,0,0,0,1,0
Coa4,0,0,0,0,0,0,1,0
Mettl5,0,0,0,0,0,0,1,0
Rnf144a,0,0,0,0,1,0,0,0
Tcf15,0,0,0,0,1,0,1,0
Rnf150,0,0,0,0,1,0,0,0
Arpc5l,0,0,0,0,0,0,1,0
Rnf166,0,0,0,0,1,0,0,0
B3gnt3,0,0,0,0,0,0,1,0
Rnf7,0,0,0,0,1,0,0,0
Gm4654,0,0,0,0,0,0,1,0
Rnu1b1,0,0,0,0,1,0,0,0
Ubqln4,0,0,0,0,1,0,1,0
Rnu1b2,0,0,0,0,1,0,0,0
Tcea3,0,0,0,0,0,0,1,0
Rnu1b6,0,0,0,0,1,0,0,0
Selm,0,0,0,0,0,0,1,0
Clec9a,0,0,0,0,1,0,1,0
Rny1,0,0,0,0,1,0,0,0
Rny3,0,0,0,0,1,0,0,0
Dym,0,0,0,0,0,0,1,0
Rpe,0,0,0,0,1,0,0,0
Gpcpd1,0,0,0,0,1,0,1,0
Rpia,0,0,0,0,1,0,0,0
Rplp2,0,0,0,0,1,0,1,0
Gm10241,0,0,0,0,0,0,1,0
Rpp30,0,0,0,0,1,0,0,0
Gmfg,0,0,0,0,0,0,1,0
Rps3a2,0,0,0,0,1,0,0,0
Csnk2b,0,0,0,0,0,0,1,0
Rps6ka2,0,0,0,0,1,0,0,0
Rps6ka3,0,0,0,0,1,0,0,0
Rps6ka5,0,0,0,0,1,0,0,0
Rragc,0,0,0,0,1,0,0,0
Nfe2l3,0,0,0,0,0,0,1,0
Rras,0,0,0,0,1,0,1,0
Rrm1,0,0,0,0,1,0,0,0
Rrm2b,0,0,0,0,1,0,0,0
Rrn3,0,0,0,0,1,0,0,0
Tnik,0,0,0,0,0,0,1,0
Rsph3b,0,0,0,0,1,0,0,0
Narfl,0,0,0,0,0,0,1,0
Rtn3,0,0,0,0,1,0,0,0
Gpr21,0,0,0,0,0,0,1,0
Papln,0,0,0,0,0,0,1,0
Tnc,0,0,0,0,0,1,1,0
Iba57,0,0,0,0,0,0,1,0
S100a1,0,0,0,0,1,0,1,0
S100a11,0,0,0,0,1,0,1,0
S100a11-ps,0,0,0,0,1,0,0,0
Nt5dc1,0,0,0,0,0,0,1,0
S100a6,0,0,0,0,1,0,1,0
H2afy2,0,0,0,0,0,0,1,0
Fam161b,0,0,0,0,0,0,1,0
Ppfibp2,0,0,0,0,0,0,1,0
Il15ra,0,0,0,0,0,0,1,0
Sav1,0,0,0,0,1,0,0,0
Tie1,0,0,0,0,1,0,1,0
Sccpdh,0,0,0,0,1,0,0,0
Rnaset2b,0,0,0,0,0,0,1,0
Fcgr2b,0,0,0,0,1,0,1,0
Scn1b,0,0,0,0,1,0,0,0
Lgals4,0,0,0,0,0,0,1,0
Scpep1,0,0,0,0,1,0,0,0
Polr3c,0,0,0,0,0,0,1,0
Sacm1l,0,0,0,0,0,0,1,0
Alkbh6,0,0,0,0,0,0,1,0
Sdpr,0,0,0,0,1,0,0,0
Apoa1bp,0,0,0,0,0,0,1,0
Sec14l1,0,0,0,0,1,0,0,0
Mea1,0,0,0,0,0,0,1,0
Sec24b,0,0,0,0,1,0,0,0
Top2a,0,0,0,0,0,0,1,0
Sema3b,0,0,0,0,1,0,1,0
Sema3c,0,0,0,0,1,0,0,0
0610009B22Rik,0,0,0,0,0,0,1,0
Sema3g,0,0,0,0,1,0,1,0
Zswim4,0,0,0,0,0,0,1,0
Sema4b,0,0,0,0,1,0,0,0
Slc10a1,0,0,0,0,1,0,1,0
Sema7a,0,0,0,0,1,0,1,0
Reep1,0,0,0,0,0,0,1,0
Myo10,0,0,0,0,0,0,1,0
Serpinh1,0,0,0,0,1,0,0,0
Cdca2,0,0,0,0,0,0,1,0
Sestd1,0,0,0,0,1,0,0,0
Hsd17b10,0,0,0,0,0,0,1,0
Setbp1,0,0,0,0,1,0,0,0
Vipas39,0,0,0,0,0,0,1,0
Setd7,0,0,0,0,1,0,0,0
Chrnb2,0,0,0,0,0,0,1,0
Setd8,0,0,0,0,1,0,0,0
Sfxn4,0,0,0,0,1,0,0,0
RP23-145I16.3,0,0,0,0,0,0,1,0
Sgcb,0,0,0,0,1,0,0,0
Ppp1r14c,0,0,0,0,0,0,1,0
Sgcd,0,0,0,0,1,0,0,0
Sgce,0,0,0,0,1,0,1,0
Ccbl2,0,0,0,0,1,0,1,0
Sgk1,0,0,0,0,1,0,0,0
Dclre1b,0,0,0,0,0,0,1,0
Sgms1,0,0,0,0,1,0,0,0
Ldb2,0,0,0,0,0,0,1,0
Dgat2,0,0,0,0,0,0,1,0
Sh2d4a,0,0,0,0,1,0,1,0
Mtm1,0,0,0,0,0,0,1,0
Sh3glb1,0,0,0,0,1,0,0,0
Rad17,0,0,0,0,0,0,1,0
Sh3glb2,0,0,0,0,1,0,0,0
Mocs2,0,0,0,0,0,0,1,0
Sh3pxd2a,0,0,0,0,1,0,0,0
Hmox2,0,0,0,0,0,0,1,0
Shank3,0,0,0,0,1,0,0,0
Siah1a,0,0,0,0,1,0,0,0
Sik2,0,0,0,0,1,0,0,0
Rorc,0,0,0,0,0,0,1,0
Sike1,0,0,0,0,1,0,0,0
Aaed1,0,0,0,0,0,0,1,0
Sipa1l1,0,0,0,0,1,0,1,0
Mmadhc,0,0,0,0,0,0,1,0
Sipa1l3,0,0,0,0,1,0,0,0
Slc12a5,0,0,0,0,0,0,1,0
Sirt2,0,0,0,0,1,0,1,0
Six1,0,0,0,0,1,0,1,0
Sirt5,0,0,0,0,0,0,1,0
Slain2,0,0,0,0,1,0,0,0
Slc18b1,0,0,0,0,1,0,0,0
Tubb4b,0,0,0,0,0,0,1,0
Slc22a3,0,0,0,0,1,0,1,0
Ubiad1,0,0,0,0,0,0,1,0
Eaf2,0,0,0,0,0,0,1,0
Slc25a26,0,0,0,0,1,0,0,0
Fam89a,0,0,0,0,0,0,1,0
Slc25a36,0,0,0,0,1,0,0,0
Vps33a,0,0,0,0,1,0,1,0
Slc25a4,0,0,0,0,1,0,1,0
Rnf157,0,0,0,0,0,0,1,0
Tmem259,0,0,0,0,0,0,1,0
Slc26a10,0,0,0,0,1,0,0,0
Comt,0,0,0,0,0,0,1,0
Slc2a12,0,0,0,0,1,0,0,0
Vdac1,0,0,0,0,1,0,1,0
Ufc1,0,0,0,0,0,0,1,0
Mrps14,0,0,0,0,0,0,1,0
Slc41a1,0,0,0,0,1,0,0,0
Cmtm4,0,0,0,0,0,0,1,0
Hivep1,0,0,0,0,0,0,1,0
Slc44a3,0,0,0,0,1,0,0,0
Slc37a2,0,0,0,0,0,0,1,0
Il20rb,0,0,0,0,0,0,1,0
Slc50a1,0,0,0,0,1,0,0,0
Ifi30,0,0,0,0,0,0,1,0
Slc5a3,0,0,0,0,1,0,1,0
Calm1,0,0,0,0,0,0,1,0
Slc6a6,0,0,0,0,1,0,0,0
Slc6a8,0,0,0,0,1,0,0,0
Phospho2,0,0,0,0,0,0,1,0
Trmt10c,0,0,0,0,0,0,1,0
Slc7a6,0,0,0,0,1,0,1,0
A730049H05Rik,0,0,0,0,0,0,1,0
Slc9a3r2,0,0,0,0,1,0,0,0
Slc2a9,0,0,0,0,1,0,1,0
Slfn3,0,0,0,0,1,0,0,0
Slfn5,0,0,0,0,1,0,0,0
Npc1,0,0,0,0,0,0,1,0
Uckl1,0,0,0,0,0,0,1,0
Smad2,0,0,0,0,1,0,0,0
Exoc3l,0,0,0,0,0,0,1,0
Smap1,0,0,0,0,1,0,0,0
Gm19040,0,0,0,0,0,0,1,0
Smarcb1,0,0,0,0,1,0,0,0
Gm14403,0,0,0,0,0,0,1,0
Smarcd3,0,0,0,0,1,0,0,0
Vopp1,0,0,0,0,0,0,1,0
Smim10l1,0,0,0,0,1,0,0,0
Smim11,0,0,0,0,1,0,0,0
Ank3,0,0,0,0,0,0,1,0
Smoc2,0,0,0,0,1,0,0,0
Smpd1,0,0,0,0,1,0,0,0
Smpd4,0,0,0,0,1,0,0,0
Trak2,0,0,0,0,1,0,1,0
Smpdl3a,0,0,0,0,1,0,0,0
Tmsb4x,0,0,0,0,0,0,1,0
Smtn,0,0,0,0,1,0,0,0
Suclg2,0,0,0,0,0,0,1,0
Snapin,0,0,0,0,1,0,0,0
Aldh1a7,0,0,0,0,0,0,1,0
Mrpl19,0,0,0,0,0,0,1,0
Angpt2,0,0,0,0,0,0,1,0
Snhg7,0,0,0,0,1,0,0,0
Rilpl2,0,0,0,0,0,0,1,0
St6galnac4,0,0,0,0,0,0,1,0
U2af1l4,0,0,0,0,0,0,1,0
Snora17,0,0,0,0,1,0,0,0
Mrpl41,0,0,0,0,0,0,1,0
Snora43,0,0,0,0,1,0,0,0
Supv3l1,0,0,0,0,0,0,1,0
Snora52,0,0,0,0,1,0,0,0
Snrk,0,0,0,0,1,0,0,0
Ncapg,0,0,0,0,0,0,1,0
Snx12,0,0,0,0,1,0,0,0
Snx14,0,0,0,0,1,0,0,0
Spns2,0,0,0,0,0,0,1,0
Snx17,0,0,0,0,1,0,0,0
Uros,0,0,0,0,0,0,1,0
Lgi1,0,0,0,0,0,0,1,0
Socs5,0,0,0,0,1,0,0,0
Gna13,0,0,0,0,0,0,1,0
Rfxank,0,0,0,0,0,0,1,0
Pde10a,0,0,0,0,0,0,1,0
Bfar,0,0,0,0,0,0,1,0
Sort1,0,0,0,0,1,0,0,0
Pdlim1,0,0,0,0,0,0,1,0
Sos2,0,0,0,0,1,0,0,0
Sowahc,0,0,0,0,1,0,0,0
3110002H16Rik,0,0,0,0,0,0,1,0
Spa17,0,0,0,0,1,0,0,0
Olfr1372-ps1,0,0,0,0,0,0,1,0
Sparc,0,0,0,0,1,0,1,0
Gm12879,0,0,0,0,0,0,1,0
Cdca3,0,0,0,0,0,0,1,0
Spg21,0,0,0,0,1,0,0,0
Tppp3,0,0,0,0,1,1,1,0
Spg7,0,0,0,0,1,0,0,0
Dhx35,0,0,0,0,0,0,1,0
Spire1,0,0,0,0,1,0,1,0
Spsb2,0,0,0,0,1,0,1,0
Sptan1,0,0,0,0,1,0,0,0
Sptbn1,0,0,0,0,1,0,0,0
Ubl7,0,0,0,0,0,0,1,0
Srgn,0,0,0,0,1,0,1,0
Fech,0,0,0,0,0,0,1,0
Srp54c,0,0,0,0,1,0,0,0
Pex10,0,0,0,0,0,0,1,0
Ssbp2,0,0,0,0,1,0,0,0
Rars2,0,0,0,0,0,0,1,0
Sspn,0,0,0,0,1,0,0,0
Tecpr2,0,0,0,0,0,0,1,0
St3gal6,0,0,0,0,1,0,0,0
Ahrr,0,0,0,0,0,0,1,0
St6galnac2,0,0,0,0,1,0,0,0
Nt5dc2,0,0,0,0,0,0,1,0
Foxred2,0,0,0,0,0,0,1,0
Stim1,0,0,0,0,1,0,1,0
1700019D03Rik,0,0,0,0,0,0,1,0
Stk40,0,0,0,0,1,0,1,0
Homer1,0,0,0,0,0,0,1,0
Stmn2,0,0,0,0,1,0,0,0
Scarf1,0,0,0,0,0,0,1,0
Sync,0,0,0,0,0,0,1,0
Stox2,0,0,0,0,1,0,0,0
Gm14326,0,0,0,0,0,0,1,0
Strada,0,0,0,0,1,0,0,0
Stk10,0,0,0,0,0,0,1,0
Strip1,0,0,0,0,1,0,0,0
Stt3b,0,0,0,0,1,0,0,0
S1pr4,0,0,0,0,0,0,1,0
Stx12,0,0,0,0,1,0,0,0
A930018P22Rik,0,0,0,0,0,0,1,0
Stx18,0,0,0,0,1,0,1,0
Tssc1,0,0,0,0,0,0,1,0
Stx6,0,0,0,0,1,0,0,0
1110065P20Rik,0,0,0,0,0,0,1,0
Cd38,0,0,0,0,0,0,1,0
Sugt1,0,0,0,0,1,0,0,0
Tada2b,0,0,0,0,0,0,1,0
Sulf1,0,0,0,0,1,0,1,0
Plk2,0,0,0,0,0,0,1,0
Sulf2,0,0,0,0,1,0,1,0
Ube3b,0,0,0,0,0,0,1,0
Sun1,0,0,0,0,1,0,0,0
Gm15801,0,0,0,0,0,0,1,0
Supt3,0,0,0,0,1,0,0,0
Gm8783,0,0,0,0,0,0,1,0
N6amt1,0,0,0,0,0,0,1,0
Swsap1,0,0,0,0,1,0,0,0
Blvra,0,0,0,0,0,0,1,0
Syde1,0,0,0,0,1,0,1,0
Syne1,0,0,0,0,1,0,0,0
Adgrl3,0,0,0,0,0,0,1,0
Entpd1,0,0,0,0,0,0,1,0
Mrpl44,0,0,0,0,0,0,1,0
Map2k2,0,0,0,0,0,0,1,0
Tatdn1,0,0,0,0,1,0,1,0
Hspe1,0,0,0,0,0,0,1,0
0610009O20Rik,0,0,0,0,0,0,1,0
Slc19a1,0,0,0,0,0,0,1,0
Mrpl54,0,0,0,0,0,0,1,0
Cln5,0,0,0,0,0,0,1,0
Hsd3b2,0,0,0,0,1,0,1,0
Ppm1l,0,0,0,0,0,0,1,0
Lclat1,0,0,0,0,0,0,1,0
Lpin2,0,0,0,0,1,0,1,0
Metap1d,0,0,0,0,0,0,1,0
Synm,0,0,0,0,1,0,0,0
Synpo2,0,0,0,0,1,1,1,0
Syp,0,0,0,0,1,0,0,0
Dll4,0,0,0,0,0,0,1,0
Tacc1,0,0,0,0,1,0,0,0
Mbnl3,0,0,0,0,0,0,1,0
Taf1d,0,0,0,0,1,0,0,0
Tspan33,0,0,0,0,1,0,1,0
Ccz1,0,0,0,0,0,0,1,0
Slc4a11,0,0,0,0,0,0,1,0
Tax1bp3,0,0,0,0,1,0,0,0
Ttc19,0,0,0,0,0,0,1,0
Tbc1d13,0,0,0,0,1,0,0,0
Zswim3,0,0,0,0,0,0,1,0
Tbc1d19,0,0,0,0,1,0,0,0
Rhod,0,0,0,0,1,0,1,0
Brcc3,0,0,0,0,0,0,1,0
Tbc1d22b,0,0,0,0,1,0,0,0
Lsm4,0,0,0,0,0,0,1,0
Tbc1d32,0,0,0,0,1,0,0,0
Tbc1d4,0,0,0,0,1,0,0,0
Pcyox1,0,0,0,0,0,0,1,0
Tbc1d7,0,0,0,0,1,0,0,0
Pkp4,0,0,0,0,0,0,1,0
Nipa2,0,0,0,0,0,0,1,0
Tbx15,0,0,0,0,1,0,1,0
Tceal1,0,0,0,0,1,0,1,0
Entpd5,0,0,0,0,0,0,1,0
Tcf12,0,0,0,0,1,0,1,0
Mterf4,0,0,0,0,0,0,1,0
Tcf4,0,0,0,0,1,0,0,0
Tor4a,0,0,0,0,0,0,1,0
Tcta,0,0,0,0,1,0,0,0
Ccdc88b,0,0,0,0,0,0,1,0
Tead1,0,0,0,0,1,0,1,0
Rnmtl1,0,0,0,0,0,0,1,0
Psma1,0,0,0,0,0,0,1,0
Gsk3a,0,0,0,0,0,0,1,0
Tenm4,0,0,0,0,1,0,1,0
Arhgap27,0,0,0,0,0,0,1,0
Tep1,0,0,0,0,1,0,0,0
Actr1b,0,0,0,0,0,0,1,0
Msantd3,0,0,0,0,0,0,1,0
Tet2,0,0,0,0,1,0,0,0
Lamc3,0,0,0,0,0,0,1,0
Mycbp,0,0,0,0,0,0,1,0
Trim43c,0,0,0,0,0,0,1,0
Tgfbr3,0,0,0,0,1,0,1,0
Patl1,0,0,0,0,0,0,1,0
Tgtp2,0,0,0,0,1,0,0,0
Ccr9,0,0,0,0,0,0,1,0
Thbs4,0,0,0,0,1,0,0,0
Grpel2,0,0,0,0,0,0,1,0
Thra,0,0,0,0,1,0,0,0
Nutf2-ps1,0,0,0,0,0,0,1,0
Usp16,0,0,0,0,0,0,1,0
Tmx2,0,0,0,0,0,0,1,0
Hip1r,0,0,0,0,0,0,1,0
Exoc6,0,0,0,0,0,0,1,0
43895,0,0,0,0,1,0,1,0
Timp3,0,0,0,0,1,0,0,0
Tceb1,0,0,0,0,0,0,1,0
Timp4,0,0,0,0,1,1,1,0
Mterf2,0,0,0,0,0,0,1,0
Tiparp,0,0,0,0,1,0,0,0
Arhgef12,0,0,0,0,0,0,1,0
Tipin,0,0,0,0,1,0,0,0
Prc1,0,0,0,0,0,0,1,0
Tiprl,0,0,0,0,1,0,0,0
Tjp1,0,0,0,0,1,0,0,0
Cln3,0,0,0,0,0,0,1,0
Coa6,0,0,0,0,0,0,1,0
Tmco3,0,0,0,0,1,0,0,0
Atp6v0c,0,0,0,0,0,0,1,0
Tmeff1,0,0,0,0,1,0,0,0
Fam43a,0,0,0,0,0,0,1,0
Tmem106a,0,0,0,0,1,0,0,0
Tmem109,0,0,0,0,1,0,0,0
Tmem11,0,0,0,0,1,0,0,0
Arpp19,0,0,0,0,0,0,1,0
AW209491,0,0,0,0,0,0,1,0
Tmem140,0,0,0,0,1,0,0,0
Myrip,0,0,0,0,0,0,1,0
Gatb,0,0,0,0,0,0,1,0
Tmem159,0,0,0,0,1,0,1,0
Tfcp2l1,0,0,0,0,0,0,1,0
Tmem164,0,0,0,0,1,0,1,0
Tmem182,0,0,0,0,1,0,0,0
Tmem184b,0,0,0,0,1,0,0,0
Mief2,0,0,0,0,0,0,1,0
Tmem192,0,0,0,0,1,0,0,0
Pdcd10,0,0,0,0,0,0,1,0
Tmem218,0,0,0,0,1,0,0,0
Tmem223,0,0,0,0,1,0,0,0
Mrpl2,0,0,0,0,0,0,1,0
Tmco1,0,0,0,0,0,0,1,0
Tmem245,0,0,0,0,1,0,0,0
Atp6v1e1,0,0,0,0,0,0,1,0
Tmem38a,0,0,0,0,1,0,0,0
Gm10277,0,0,0,0,0,0,1,0
Tubg2,0,0,0,0,0,0,1,0
Tmem45b,0,0,0,0,1,0,0,0
Gm4787,0,0,0,0,0,0,1,0
Tmem50b,0,0,0,0,1,0,1,0
Vash1,0,0,0,0,0,0,1,0
Tmem80,0,0,0,0,1,0,0,0
Ahsa1,0,0,0,0,0,0,1,0
Pdlim2,0,0,0,0,0,0,1,0
Tmem8b,0,0,0,0,1,0,0,0
Nrip2,0,0,0,0,0,0,1,0
Pde4c,0,0,0,0,0,0,1,0
Tmtc1,0,0,0,0,1,0,0,0
Camsap3,0,0,0,0,0,0,1,0
Tnfrsf10b,0,0,0,0,1,0,0,0
Angptl7,0,0,0,0,0,0,1,0
Mtmr1,0,0,0,0,0,0,1,0
Tnip1,0,0,0,0,1,0,0,0
Tnnc2,0,0,0,0,1,0,1,0
Ube2a,0,0,0,0,0,0,1,0
Tnni2,0,0,0,0,1,0,0,0
Frrs1,0,0,0,0,0,0,1,0
Yy2,0,0,0,0,0,0,1,0
Ism1,0,0,0,0,0,0,1,0
Tom1l2,0,0,0,0,1,0,0,0
Tomm22,0,0,0,0,1,0,1,0
Brsk2,0,0,0,0,0,0,1,0
Pnkd,0,0,0,0,0,0,1,0
Tpd52l2,0,0,0,0,1,0,0,0
Phtf2,0,0,0,0,0,0,1,0
Tpgs2,0,0,0,0,1,0,0,0
Mkks,0,0,0,0,0,0,1,0
Tpm1,0,0,0,0,1,0,0,0
Dus1l,0,0,0,0,1,0,1,0
Tpm2,0,0,0,0,1,0,0,0
Faf1,0,0,0,0,0,0,1,0
Babam1,0,0,0,0,0,0,1,0
Angptl1,0,0,0,0,0,0,1,0
Traf7,0,0,0,0,1,0,0,0
Tyms,0,0,0,0,0,0,1,0
Knop1,0,0,0,0,0,0,1,0
Trap1,0,0,0,0,1,0,1,0
Tmx4,0,0,0,0,0,0,1,0
Trappc2l,0,0,0,0,1,0,0,0
Qrich1,0,0,0,0,0,0,1,0
Trappc4,0,0,0,0,1,0,0,0
Gm10600,0,0,0,0,0,0,1,0
Trdn,0,0,0,0,1,0,0,0
Nacc1,0,0,0,0,0,0,1,0
Trib2,0,0,0,0,1,0,0,0
Trim16,0,0,0,0,1,0,0,0
Gm1821,0,0,0,0,0,0,1,0
Trim24,0,0,0,0,1,0,0,0
Trim44,0,0,0,0,1,0,0,0
Trim68,0,0,0,0,1,0,1,0
Ghrl,0,0,0,0,0,0,1,0
Trip10,0,0,0,0,1,0,0,0
Trit1,0,0,0,0,1,0,0,0
Gm20784,0,0,0,0,0,0,1,0
Gm21378,0,0,0,0,0,0,1,0
Trpc3,0,0,0,0,1,0,0,0
Fam104a,0,0,0,0,0,0,1,0
Orc4,0,0,0,0,0,0,1,0
Trpt1,0,0,0,0,1,0,0,0
Nxn,0,0,0,0,0,0,1,0
Cdc25a,0,0,0,0,0,0,1,0
Tsc22d1,0,0,0,0,1,0,0,0
9130023H24Rik,0,0,0,0,0,0,1,0
Tsga10,0,0,0,0,1,0,0,0
Sh2d3c,0,0,0,0,0,0,1,0
Selo,0,0,0,0,0,0,1,0
Tsnax,0,0,0,0,1,0,0,0
Lrrfip2,0,0,0,0,0,0,1,0
Dzip1l,0,0,0,0,0,0,1,0
Tspan14,0,0,0,0,1,0,0,0
Wars2,0,0,0,0,0,0,1,0
Cog2,0,0,0,0,0,0,1,0
Tspan17,0,0,0,0,1,0,0,0
Tspan3,0,0,0,0,1,0,0,0
Wnt2b,0,0,0,0,0,0,1,0
Tspan6,0,0,0,0,1,0,1,0
Tspan7,0,0,0,0,1,0,0,0
Tspo,0,0,0,0,1,0,0,0
Zbed5,0,0,0,0,1,0,1,0
Ripk3,0,0,0,0,0,0,1,0
Frmd4a,0,0,0,0,0,0,1,0
Ttc28,0,0,0,0,1,0,0,0
Det1,0,0,0,0,0,0,1,0
Ttc7b,0,0,0,0,1,0,0,0
Ttc8,0,0,0,0,1,0,0,0
Lims2,0,0,0,0,0,0,1,0
Ttl,0,0,0,0,1,0,0,0
Ttll1,0,0,0,0,1,0,0,0
Ttn,0,0,0,0,1,0,0,0
Itga9,0,0,0,0,1,0,1,0
Tubb5,0,0,0,0,1,0,1,0
Etv1,0,0,0,0,0,0,1,0
Mtx1,0,0,0,0,0,0,1,0
Bbip1,0,0,0,0,0,0,1,0
Zfp672,0,0,0,0,0,0,1,0
Rfx2,0,0,0,0,0,0,1,0
Uaca,0,0,0,0,1,0,0,0
Prdm1,0,0,0,0,0,0,1,0
Ube2d-ps,0,0,0,0,1,0,0,0
Kcnab2,0,0,0,0,0,0,1,0
Def8,0,0,0,0,0,0,1,0
Ube4b,0,0,0,0,1,0,0,0
Ldlrad3,0,0,0,0,0,0,1,0
Ubtd2,0,0,0,0,1,0,1,0
44085,0,0,0,0,0,0,1,0
Nars2,0,0,0,0,0,0,1,0
4933427I04Rik,0,0,0,0,0,0,1,0
Tmem86b,0,0,0,0,1,0,1,0
Ufd1l,0,0,0,0,1,0,0,0
Defb42,0,0,0,0,0,0,1,0
Uhmk1,0,0,0,0,1,0,0,0
Rpl29,0,0,0,0,0,0,1,0
Unc45b,0,0,0,0,1,0,0,0
Fkbp4,0,0,0,0,0,0,1,0
Uprt,0,0,0,0,1,0,0,0
Cables2,0,0,0,0,0,0,1,0
Uqcc3,0,0,0,0,1,0,0,0
Usp3,0,0,0,0,0,0,1,0
Oxsm,0,0,0,0,0,0,1,0
Rreb1,0,0,0,0,0,0,1,0
Slc4a8,0,0,0,0,0,0,1,0
2700097O09Rik,0,0,0,0,0,0,1,0
Urb1,0,0,0,0,1,0,0,0
Urgcp,0,0,0,0,1,0,0,0
Lgals9,0,0,0,0,1,0,1,0
Usp28,0,0,0,0,1,0,0,0
Psme1,0,0,0,0,0,0,1,0
Vamp3,0,0,0,0,1,0,0,0
Rps11,0,0,0,0,0,0,1,0
Vcl,0,0,0,0,1,0,0,0
1700123O20Rik,0,0,0,0,0,0,1,0
Phykpl,0,0,0,0,0,0,1,0
Retnla,0,0,0,0,0,0,1,0
Vegfb,0,0,0,0,1,0,0,0
Unc119,0,0,0,0,0,0,1,0
Vezf1,0,0,0,0,1,0,0,0
Vgll4,0,0,0,0,1,0,0,0
Vim,0,0,0,0,1,0,1,0
Arc,0,0,0,0,0,0,1,0
AA986860,0,0,0,0,0,0,1,0
Ube3c,0,0,0,0,0,0,1,0
Vps4a,0,0,0,0,1,0,0,0
Gm14410,0,0,0,0,0,0,1,0
Vsig2,0,0,0,0,1,0,0,0
Thoc5,0,0,0,0,0,0,1,0
Vwa3a,0,0,0,0,1,0,1,0
Vwa9,0,0,0,0,1,0,0,0
Wasf2,0,0,0,0,1,0,1,0
Atp6v1f,0,0,0,0,0,0,1,0
Wdr70,0,0,0,0,1,0,0,0
Wls,0,0,0,0,1,0,0,0
Tbxas1,0,0,0,0,0,0,1,0
Wwtr1,0,0,0,0,1,0,0,0
Adal,0,0,0,0,0,0,1,0
Map2k5,0,0,0,0,0,0,1,0
Yaf2,0,0,0,0,1,0,1,0
Zfp91,0,0,0,0,0,0,1,0
Inpp1,0,0,0,0,0,0,1,0
Ybx3,0,0,0,0,1,0,0,0
Wdr91,0,0,0,0,0,0,1,0
Ywhab,0,0,0,0,1,0,0,0
2900026A02Rik,0,0,0,0,0,0,1,0
Zbtb10,0,0,0,0,1,0,0,0
Map7,0,0,0,0,1,0,1,0
Zbtb20,0,0,0,0,1,0,0,0
Rnase4,0,0,0,0,1,0,1,0
Zbtb38,0,0,0,0,1,0,0,0
Adamts7,0,0,0,0,0,0,1,0
Zbtb4,0,0,0,0,1,0,1,0
Zc2hc1a,0,0,0,0,1,0,1,0
Zdhhc1,0,0,0,0,1,0,0,0
Slmap,0,0,0,0,0,0,1,0
Zdhhc2,0,0,0,0,1,0,0,0
Prdx5,0,0,0,0,0,0,1,0
Zdhhc7,0,0,0,0,1,0,0,0
Cisd2,0,0,0,0,0,0,1,0
Zdhhc8,0,0,0,0,1,0,1,0
Zeb2,0,0,0,0,1,0,1,0
Zer1,0,0,0,0,1,0,0,0
Acad10,0,0,0,0,0,0,1,0
Zfp131,0,0,0,0,1,0,0,0
Npff,0,0,0,0,0,0,1,0
Pcdh1,0,0,0,0,0,0,1,0
Zfp36l2,0,0,0,0,1,0,0,0
Zfp770,0,0,0,0,0,0,1,0
Zfp418,0,0,0,0,1,0,0,0
Senp3,0,0,0,0,0,0,1,0
Zfp438,0,0,0,0,1,0,0,0
Gm7120,0,0,0,0,0,0,1,0
Zfp46,0,0,0,0,1,0,0,0
Zfp516,0,0,0,0,1,0,0,0
Zfp532,0,0,0,0,1,0,0,0
Selt,0,0,0,0,0,0,1,0
Zfp639,0,0,0,0,1,0,0,0
Coro7,0,0,0,0,0,0,1,0
Zfp641,0,0,0,0,1,0,0,0
Armt1,0,0,0,0,0,0,1,0
Mtrf1,0,0,0,0,0,0,1,0
Zfp667,0,0,0,0,1,0,0,0
Dpy30,0,0,0,0,0,0,1,0
Mettl21b,0,0,0,0,0,0,1,0
Zfp703,0,0,0,0,1,0,0,0
Zfyve16,0,0,0,0,1,0,0,0
Efr3a,0,0,0,0,0,0,1,0
Zim1,0,0,0,0,1,0,0,0
Got2,0,0,0,0,1,0,1,0
43892,0,0,0,0,1,0,0,0
