GeneSymbol,ArrayNostre,GSE13432_7d,GSE13432_35d,GSE51080_10d,GSE55934_Adre_10d,GSE98132_Adre_3d,GSE108077_7d,GSE110420_10d
Gm5776,0,0,0,0,0,0,1,0
Gm3264,0,0,0,0,1,0,0,0
Mrpl3,0,0,0,0,1,0,1,0
Gm3272,0,0,0,0,1,0,0,0
Gm32819,0,0,0,0,1,0,0,0
1110008F13Rik,0,0,0,0,0,0,1,0
Gm3317,0,0,0,0,1,0,0,0
Gm3373,0,0,0,0,1,0,0,0
Sypl2,0,0,0,0,0,0,1,0
Gm3383,0,0,0,0,1,0,0,0
Gm3488,0,0,0,0,1,0,0,0
Gm3500,0,0,0,0,1,0,0,0
Gm28035,0,0,0,0,0,0,1,0
Sncg,0,0,0,0,1,0,0,0
Avpi1,0,0,0,0,0,0,1,0
Gm35595,0,0,0,0,1,0,0,0
Gm14584,0,0,0,0,0,0,1,0
Gm3696,0,0,0,0,1,0,0,0
Gm3839,0,0,0,0,1,0,0,0
Gm38495,0,0,0,0,1,0,0,0
Itpr1,0,0,0,0,0,0,1,0
Gm38501,0,0,0,0,1,0,0,0
Gm39547,0,0,0,0,1,0,0,0
Lrrc20,0,0,0,0,0,0,1,0
Gm39725,0,0,0,0,1,0,0,0
Ccdc138,0,0,0,0,0,0,1,0
Cxcl12,0,0,0,0,0,0,1,0
Gm39890,0,0,0,0,1,0,0,0
Gm39969,0,0,0,0,1,0,0,0
Gm40346,0,0,0,0,1,0,0,0
Gm40360,0,0,0,0,1,0,0,0
Stard5,0,0,0,0,0,0,1,0
Gm4070,0,0,0,0,1,0,0,0
4921536K21Rik,0,0,0,0,0,0,1,0
Gm40733,0,0,0,0,1,0,0,0
Gm40735,0,0,0,0,1,0,0,0
Cytip,0,0,0,0,0,0,1,0
Gm41656,0,0,0,0,1,0,0,0
Armc1,0,0,0,0,0,0,1,0
Gm4609,0,0,0,0,1,0,0,0
Ucp2,0,0,0,0,0,0,1,0
Gm4795,0,0,0,0,1,0,0,0
Gm4943,0,0,0,0,1,0,0,0
Mthfd2,0,0,0,0,0,0,1,0
Gm5138,0,0,0,0,1,0,0,0
Gm5327,0,0,0,0,1,0,0,0
Gm5436,0,0,0,0,1,0,0,0
Gm5507,0,0,0,0,1,0,0,0
Hook1,0,0,0,0,0,0,1,0
Gm5620,0,0,0,0,1,0,0,0
Gm5796,0,0,0,0,1,0,0,0
Gm5802,0,0,0,0,1,0,0,0
Gm5866,0,0,0,0,1,0,0,0
Gm5900,0,0,0,0,1,0,0,0
Ephb2,0,0,0,0,0,0,1,0
Gm6055,0,0,0,0,1,0,0,0
Gm6169,0,0,0,0,1,0,0,0
Gm6277,0,0,0,0,1,0,0,0
Clec1a,0,0,0,0,0,0,1,0
Igf2bp3,0,0,0,0,0,0,1,0
Gm6415,0,0,0,0,1,0,0,0
Dnajc19,0,0,0,0,0,0,1,0
Eci2,0,0,0,0,0,0,1,0
Gm6644,0,0,0,0,1,0,0,0
Gm6669,0,0,0,0,1,0,0,0
Podxl,0,0,0,0,1,0,1,0
Gm6736,0,0,0,0,1,0,0,0
Cdk17,0,0,0,0,0,0,1,0
Gm684,0,0,0,0,1,0,1,0
Guf1,0,0,0,0,1,0,1,0
Gm7251,0,0,0,0,1,0,0,0
Gm7265,0,0,0,0,1,0,0,0
Gm7334,0,0,0,0,1,0,1,0
Acy3,0,0,0,0,0,0,1,0
Gm7809,0,0,0,0,1,0,0,0
Magix,0,0,0,0,0,0,1,0
Gm8069,0,0,0,0,1,0,0,0
Gm8281,0,0,0,0,1,0,0,0
Cdh9,0,0,0,0,0,0,1,0
Gm8399,0,0,0,0,1,0,0,0
Shb,0,0,0,0,0,0,1,0
Gm9755,0,0,0,0,1,0,0,0
Dact2,0,0,0,0,0,0,1,0
Uba3,0,0,0,0,1,0,1,0
Vcam1,0,0,0,0,0,0,1,0
Gmps,0,0,0,0,1,0,1,0
Ttll7,0,0,0,0,0,0,1,0
Gnai1,0,0,0,0,1,0,0,0
Atp1a3,0,0,0,0,0,0,1,0
Atg4d,0,0,0,0,0,0,1,0
Gm11992,0,0,0,0,0,0,1,0
Gnb1,0,0,0,0,1,0,0,0
Wnt11,0,0,0,0,0,0,1,0
Gnb5,0,0,0,0,1,0,0,0
Gng12,0,0,0,0,1,0,1,0
Gnpat,0,0,0,0,1,0,1,0
Gnptab,0,0,0,0,1,0,0,0
Grb7,0,0,0,0,0,0,1,0
Golph3l,0,0,0,0,1,0,0,0
Golt1b,0,0,0,0,1,0,0,0
Slc26a6,0,0,0,0,0,0,1,0
Vat1l,0,0,0,0,1,0,0,0
Gpc3,0,0,0,0,1,0,0,0
Npr3,0,0,0,0,1,0,0,0
Gm10638,0,0,0,0,0,0,1,0
Mrpl55,0,0,0,0,1,0,1,0
Tle6,0,0,0,0,0,0,1,0
Gpm6b,0,0,0,0,1,0,0,0
Gpr108,0,0,0,0,1,0,0,0
Tal1,0,0,0,0,0,0,1,0
Gprc5b,0,0,0,0,1,0,0,0
Gpx3,0,0,0,0,1,0,0,0
Bend7,0,0,0,0,0,0,1,0
Gpx8,0,0,0,0,1,0,1,0
Mob1b,0,0,0,0,0,0,1,0
Gramd1b,0,0,0,0,1,0,1,0
Gramd4,0,0,0,0,1,0,0,0
Tigar,0,0,0,0,0,0,1,0
Grb10,0,0,0,0,1,0,0,0
Tubg1,0,0,0,0,0,0,1,0
Grina,0,0,0,0,1,0,0,0
Neurl1b,0,0,0,0,0,0,1,0
Grk5,0,0,0,0,1,0,0,0
Gsk3b,0,0,0,0,1,0,0,0
Aqp2,0,0,0,0,0,0,1,0
Gstm5,0,0,0,0,1,0,0,0
Rab9,0,0,0,0,0,0,1,0
Hspa12b,0,0,0,0,1,0,1,0
Uchl3,0,0,0,0,0,0,1,0
Gyg,0,0,0,0,1,0,1,0
Iscu,0,0,0,0,1,0,1,0
Gm10175,0,0,0,0,0,0,1,0
Fam49b,0,0,0,0,0,0,1,0
Tarm1,0,0,0,0,0,0,1,0
Hacd1,0,0,0,0,1,0,1,0
Rab3ip,0,0,0,0,0,0,1,0
Haus3,0,0,0,0,1,0,0,0
Lamb3,0,0,0,0,1,0,1,0
Hcar1,0,0,0,0,1,0,0,0
Hcar2,0,0,0,0,1,0,0,0
Hcfc1r1,0,0,0,0,1,0,0,0
Hdac2,0,0,0,0,1,0,0,0
Pafah1b3,0,0,0,0,0,0,1,0
Hddc2,0,0,0,0,1,0,0,0
Kif20a,0,0,0,0,0,0,1,0
Filip1l,0,0,0,0,0,0,1,0
Hddc3,0,0,0,0,1,0,0,0
Hdhd2,0,0,0,0,1,0,1,0
Ctsz,0,0,0,0,0,0,1,0
Heatr5b,0,0,0,0,1,0,0,0
Heg1,0,0,0,0,1,0,0,0
C1qtnf6,0,0,0,0,0,0,1,0
Herc3,0,0,0,0,1,0,1,0
Zfp27,0,0,0,0,0,0,1,0
Hexim1,0,0,0,0,1,0,0,0
Atad3a,0,0,0,0,0,0,1,0
Fnip1,0,0,0,0,0,0,1,0
Higd1b,0,0,0,0,1,0,0,0
Higd2a,0,0,0,0,1,0,1,0
Hip1,0,0,0,0,1,0,0,0
Cntf,0,0,0,0,0,0,1,0
Hipk2,0,0,0,0,1,0,0,0
Pmm2,0,0,0,0,0,0,1,0
Card19,0,0,0,0,0,0,1,0
Hist2h2be,0,0,0,0,1,0,1,0
Hivep2,0,0,0,0,1,0,0,0
Hk1,0,0,0,0,1,0,1,0
Mansc4,0,0,0,0,0,0,1,0
Slc25a5,0,0,0,0,0,0,1,0
Hoxa5,0,0,0,0,1,0,0,0
Hoxa7,0,0,0,0,1,0,0,0
Tecpr1,0,0,0,0,1,0,1,0
Hoxb3os,0,0,0,0,1,0,0,0
Ethe1,0,0,0,0,0,0,1,0
Mark1,0,0,0,0,0,0,1,0
Hoxc8,0,0,0,0,1,0,0,0
Usp8,0,0,0,0,0,0,1,0
Hsbp1,0,0,0,0,1,0,0,0
Ndufa3,0,0,0,0,1,0,1,0
Myo5a,0,0,0,0,1,0,1,0
Hpd,0,0,0,0,0,0,1,0
Hspa1a,0,0,0,0,1,0,0,0
Shroom2,0,0,0,0,0,0,1,0
Sco1,0,0,0,0,0,0,1,0
Hspb7,0,0,0,0,1,0,0,0
Tbx18,0,0,0,0,0,0,1,0
Hspg2,0,0,0,0,1,0,0,0
Slmo1,0,0,0,0,0,0,1,0
Htra2,0,0,0,0,1,0,0,0
mt-Cytb,0,0,0,0,0,0,1,0
Htra3,0,0,0,0,1,0,0,0
Gimap3,0,0,0,0,0,0,1,0
Iars2,0,0,0,0,1,0,1,0
Gimap8,0,0,0,0,0,0,1,0
Idh2,0,0,0,0,1,0,1,0
Kdr,0,0,0,0,1,0,1,0
Gm3883,0,0,0,0,0,0,1,0
Ids,0,0,0,0,1,0,0,0
Idua,0,0,0,0,1,0,0,0
Mpp6,0,0,0,0,0,0,1,0
Ier3,0,0,0,0,1,0,1,0
Atp5sl,0,0,0,0,0,0,1,0
Rexo2,0,0,0,0,0,0,1,0
Ifi27l2a,0,0,0,0,1,0,0,0
Ifngr1,0,0,0,0,1,0,0,0
Crispld1,0,0,0,0,0,0,1,0
Ift172,0,0,0,0,1,0,0,0
Bag2,0,0,0,0,0,0,1,0
Ift57,0,0,0,0,1,0,0,0
Asb4,0,0,0,0,0,0,1,0
Ift81,0,0,0,0,1,0,0,0
Slc25a11,0,0,0,0,1,0,1,0
Igf1r,0,0,0,0,1,0,0,0
Igfbp5,0,0,0,0,1,0,0,0
Ikzf2,0,0,0,0,1,0,0,0
Dchs1,0,0,0,0,0,0,1,0
Il10rb,0,0,0,0,1,0,0,0
Rfk,0,0,0,0,1,0,1,0
Impdh1,0,0,0,0,1,0,1,0
Brap,0,0,0,0,0,0,1,0
Inafm2,0,0,0,0,1,0,0,0
Inpp5a,0,0,0,0,1,0,0,0
Cnga3,0,0,0,0,0,0,1,0
Inppl1,0,0,0,0,1,0,0,0
Xkrx,0,0,0,0,0,0,1,0
Ints10,0,0,0,0,1,0,1,0
Ints2,0,0,0,0,1,0,0,0
Ints4,0,0,0,0,1,0,0,0
Map3k15,0,0,0,0,0,0,1,0
Ipo13,0,0,0,0,1,0,0,0
Ipo9,0,0,0,0,1,0,0,0
Iqgap1,0,0,0,0,1,0,0,0
Timm22,0,0,0,0,0,0,1,0
Iqsec1,0,0,0,0,1,0,0,0
Irak1bp1,0,0,0,0,1,0,0,0
Nim1k,0,0,0,0,0,0,1,0
Irak3,0,0,0,0,1,0,0,0
Tlr5,0,0,0,0,0,0,1,0
Irf4,0,0,0,0,1,0,1,0
Mrpl15,0,0,0,0,0,0,1,0
Irs1,0,0,0,0,1,0,0,0
Srcin1,0,0,0,0,0,0,1,0
Irs2,0,0,0,0,1,0,0,0
Irs3,0,0,0,0,1,0,0,0
Plekhg1,0,0,0,0,0,0,1,0
Hid1,0,0,0,0,0,0,1,0
Itga1,0,0,0,0,1,0,1,0
Gm12338,0,0,0,0,0,0,1,0
Itga6,0,0,0,0,1,0,0,0
Hey1,0,0,0,0,0,0,1,0
Itga7,0,0,0,0,1,0,0,0
Psmb2,0,0,0,0,1,0,1,0
Itpkb,0,0,0,0,1,0,1,0
Izumo1,0,0,0,0,1,0,0,0
Rph3al,0,0,0,0,0,0,1,0
Jag1,0,0,0,0,1,0,0,0
Jag2,0,0,0,0,1,0,0,0
Ctla2a,0,0,0,0,0,0,1,0
Jam2,0,0,0,0,1,0,1,0
Pdgfd,0,0,0,0,1,0,1,0
Jam3,0,0,0,0,1,0,0,0
Cyp26b1,0,0,0,0,0,0,1,0
Jun,0,0,0,0,1,0,0,0
Kank3,0,0,0,0,1,0,0,0
Gimap4,0,0,0,0,0,0,1,0
Kbtbd11,0,0,0,0,1,0,0,0
Clec14a,0,0,0,0,0,0,1,0
Nit2,0,0,0,0,0,0,1,0
Kcna5,0,0,0,0,1,0,1,0
Psmd8,0,0,0,0,0,0,1,0
Rcan2,0,0,0,0,0,0,1,0
Kctd10,0,0,0,0,1,0,0,0
Stoml2,0,0,0,0,0,0,1,0
Kctd11,0,0,0,0,1,0,0,0
Gm5526,0,0,0,0,0,0,1,0
Kctd12b,0,0,0,0,1,0,0,0
Tspan2,0,0,0,0,0,0,1,0
Kctd3,0,0,0,0,1,0,0,0
Kctd9,0,0,0,0,1,0,1,0
Tmem136,0,0,0,0,0,0,1,0
Csdc2,0,0,0,0,0,0,1,0
Kif16b,0,0,0,0,1,0,1,0
Kif2a,0,0,0,0,1,0,0,0
Kif3a,0,0,0,0,1,0,0,0
Icam1,0,0,0,0,0,0,1,0
Kifap3,0,0,0,0,1,0,0,0
Kitl,0,0,0,0,1,0,0,0
Rtca,0,0,0,0,1,0,1,0
Klf10,0,0,0,0,1,0,0,0
Cipc,0,0,0,0,0,0,1,0
Klf4,0,0,0,0,1,0,0,0
Klhdc1,0,0,0,0,1,0,0,0
Ptprk,0,0,0,0,0,0,1,0
Ksr1,0,0,0,0,1,0,0,0
Hmg20b,0,0,0,0,0,0,1,0
l7Rn6,0,0,0,0,1,0,1,0
Sars2,0,0,0,0,0,0,1,0
3110001I22Rik,0,0,0,0,0,0,1,0
Lama4,0,0,0,0,1,0,0,0
Aspm,0,0,0,0,0,0,1,0
Lamb1,0,0,0,0,1,0,0,0
Mpv17l2,0,0,0,0,1,0,1,0
Lamb2,0,0,0,0,1,0,0,0
Mrps21,0,0,0,0,0,0,1,0
Lamc1,0,0,0,0,1,0,0,0
Tubb6,0,0,0,0,0,0,1,0
Laptm4b,0,0,0,0,1,0,0,0
Lars2,0,0,0,0,1,0,0,0
Mto1,0,0,0,0,0,0,1,0
Lbh,0,0,0,0,1,0,1,0
Smim20,0,0,0,0,1,0,1,0
Lcmt1,0,0,0,0,1,0,0,0
Uhrf1,0,0,0,0,0,0,1,0
Cdh2,0,0,0,0,0,0,1,0
Cd63-ps,0,0,0,0,0,0,1,0
Dynlt1-ps1,0,0,0,0,0,0,1,0
Lgals1,0,0,0,0,1,0,0,0
Ict1,0,0,0,0,0,0,1,0
Lgals12,0,0,0,0,1,0,0,0
Gm12394,0,0,0,0,0,0,1,0
Osbpl9,0,0,0,0,0,0,1,0
Limch1,0,0,0,0,1,0,0,0
Nr4a2,0,0,0,0,1,0,1,0
Lims1,0,0,0,0,1,0,0,0
Inpp4b,0,0,0,0,0,0,1,0
Sox18,0,0,0,0,1,0,1,0
Lix1l,0,0,0,0,1,0,0,0
Glt28d2,0,0,0,0,0,0,1,0
Sytl1,0,0,0,0,0,0,1,0
Lmo4,0,0,0,0,1,0,0,0
Lncbate1,0,0,0,0,1,0,0,0
Hsd17b7,0,0,0,0,0,0,1,0
Lnpep,0,0,0,0,1,0,0,0
Mrs2,0,0,0,0,1,0,1,0
Lnx1,0,0,0,0,1,0,1,0
Mrpl35,0,0,0,0,1,0,1,0
LOC102632302,0,0,0,0,1,0,0,0
LOC102633210,0,0,0,0,1,0,0,0
Fxn,0,0,0,0,0,0,1,0
LOC102633627,0,0,0,0,1,0,0,0
LOC102639184,0,0,0,0,1,0,0,0
Nkiras2,0,0,0,0,1,0,1,0
Ube2n-ps1,0,0,0,0,0,0,1,0
LOC102642973,0,0,0,0,1,0,0,0
Dapk2,0,0,0,0,0,0,1,0
LOC105245453,0,0,0,0,1,0,0,0
LOC105246409,0,0,0,0,1,0,0,0
Lmf1,0,0,0,0,0,0,1,0
Lox,0,0,0,0,1,0,0,0
Ap5m1,0,0,0,0,0,0,1,0
Loxl1,0,0,0,0,1,0,0,0
Itga4,0,0,0,0,0,0,1,0
Lpar6,0,0,0,0,1,0,0,0
Gm9958,0,0,0,0,0,0,1,0
Lpcat1,0,0,0,0,1,0,0,0
Lpl,0,0,0,0,1,0,0,0
Lrch3,0,0,0,0,1,0,0,0
Plcb2,0,0,0,0,0,0,1,0
Lrig2,0,0,0,0,1,0,0,0
Rassf3,0,0,0,0,0,0,1,0
Lrp10,0,0,0,0,1,0,0,0
Dnajc25,0,0,0,0,0,0,1,0
Lrp12,0,0,0,0,1,0,0,0
Fam160a1,0,0,0,0,0,0,1,0
Lrrc27,0,0,0,0,1,0,1,0
Lrrc51,0,0,0,0,1,0,0,0
Lrrc61,0,0,0,0,1,0,0,0
Lrrcc1,0,0,0,0,1,0,0,0
Lsm12,0,0,0,0,1,0,0,0
Ppdpf,0,0,0,0,0,0,1,0
Ltbp2,0,0,0,0,1,0,1,0
Tmem204,0,0,0,0,1,0,1,0
Ltbp3,0,0,0,0,1,0,0,0
Ltbp4,0,0,0,0,1,0,1,0
Myo19,0,0,0,0,0,0,1,0
Kifc3,0,0,0,0,0,0,1,0
Luzp1,0,0,0,0,1,0,0,0
Ly6a,0,0,0,0,1,0,0,0
Atp1a1,0,0,0,0,0,0,1,0
Ly6c2,0,0,0,0,1,0,0,0
Csrnp1,0,0,0,0,0,0,1,0
Cbr1,0,0,0,0,0,0,1,0
Lzic,0,0,0,0,1,0,1,0
Col8a1,0,0,0,0,0,0,1,0
Klhl6,0,0,0,0,0,0,1,0
Macrod1,0,0,0,0,1,0,1,0
Mpzl3,0,0,0,0,0,0,1,0
Maea,0,0,0,0,1,0,0,0
Akirin1,0,0,0,0,0,0,1,0
Mamld1,0,0,0,0,1,0,1,0
Mtpap,0,0,0,0,1,0,1,0
Man2a2,0,0,0,0,1,0,0,0
Map1lc3a,0,0,0,0,1,0,0,0
Rgs4,0,0,0,0,1,0,1,0
Map1lc3b,0,0,0,0,1,0,0,0
Rhpn2,0,0,0,0,0,0,1,0
Map2k3os,0,0,0,0,1,0,0,0
Sfxn5,0,0,0,0,0,0,1,0
Map3k1,0,0,0,0,1,0,0,0
Sdha,0,0,0,0,1,0,1,0
Map3k6,0,0,0,0,1,0,0,0
Map4,0,0,0,0,1,0,0,0
Col4a5,0,0,0,0,0,0,1,0
Map4k4,0,0,0,0,1,0,0,0
Pdk1,0,0,0,0,1,0,1,0
Mapk1ip1,0,0,0,0,1,0,0,0
Mapk3,0,0,0,0,1,0,0,0
Mapkapk2,0,0,0,0,1,0,1,0
Mapkapk3,0,0,0,0,1,0,1,0
Mapt,0,0,0,0,1,0,1,0
Mark2,0,0,0,0,1,0,0,0
Mast2,0,0,0,0,1,0,0,0
Ric8b,0,0,0,0,1,0,1,0
Mast4,0,0,0,0,1,0,0,0
Ndufaf1,0,0,0,0,1,0,1,0
Mat2a,0,0,0,0,1,0,0,0
Alg14,0,0,0,0,0,0,1,0
Aars2,0,0,0,0,0,0,1,0
Mbnl1,0,0,0,0,1,0,0,0
Abhd17c,0,0,0,0,0,0,1,0
Mbp,0,0,0,0,1,0,0,0
Pak1ip1,0,0,0,0,0,0,1,0
Mcam,0,0,0,0,1,0,0,0
Ube2f,0,0,0,0,1,0,1,0
Tagln2,0,0,0,0,1,0,1,0
Mccc2,0,0,0,0,1,0,0,0
Srms,0,0,0,0,0,0,1,0
Nabp2,0,0,0,0,0,0,1,0
Far2,0,0,0,0,0,0,1,0
Tm4sf1,0,0,0,0,0,0,1,0
Me2,0,0,0,0,1,0,0,0
Sncaip,0,0,0,0,0,0,1,0
Lrrfip1,0,0,0,0,0,0,1,0
Slc52a2,0,0,0,0,0,0,1,0
Mecom,0,0,0,0,1,0,0,0
Slc35g1,0,0,0,0,0,0,1,0
Med10,0,0,0,0,1,0,0,0
Med12,0,0,0,0,1,0,0,0
Zcchc3,0,0,0,0,0,0,1,0
Med12l,0,0,0,0,1,0,0,0
Nedd4l,0,0,0,0,1,0,1,0
Med13l,0,0,0,0,1,0,0,0
4930590J08Rik,0,0,0,0,0,0,1,0
Mef2a,0,0,0,0,1,0,0,0
Mef2c,0,0,0,0,1,0,0,0
Myct1,0,0,0,0,1,0,1,0
Meox2,0,0,0,0,1,0,1,0
Mrpl39,0,0,0,0,1,0,1,0
Mettl10,0,0,0,0,1,0,0,0
Adamts3,0,0,0,0,0,0,1,0
Mettl22,0,0,0,0,1,0,1,0
Arfgef2,0,0,0,0,0,0,1,0
Tpcn1,0,0,0,0,1,0,1,0
Mff,0,0,0,0,1,0,1,0
Psma6,0,0,0,0,0,0,1,0
Mfge8,0,0,0,0,1,0,0,0
Mfn2,0,0,0,0,1,0,1,0
Psd,0,0,0,0,0,0,1,0
Mfng,0,0,0,0,1,0,0,0
Mfsd7b,0,0,0,0,1,0,0,0
Galt,0,0,0,0,0,0,1,0
Mgat4a,0,0,0,0,1,0,0,0
Nhej1,0,0,0,0,0,0,1,0
Mgat4b,0,0,0,0,1,0,0,0
Dhrs13,0,0,0,0,0,0,1,0
Mgp,0,0,0,0,1,0,0,0
Vmp1,0,0,0,0,0,0,1,0
Mgst3,0,0,0,0,1,0,0,0
Oaf,0,0,0,0,0,0,1,0
Mical3,0,0,0,0,1,0,0,0
Micall1,0,0,0,0,1,0,0,0
Mir1931,0,0,0,0,1,0,0,0
Mif4gd,0,0,0,0,1,0,0,0
Tamm41,0,0,0,0,0,0,1,0
Tmem253,0,0,0,0,0,0,1,0
Mipep,0,0,0,0,1,0,1,0
Slc35f6,0,0,0,0,0,0,1,0
Mir1933,0,0,0,0,1,0,0,0
Zc3h14,0,0,0,0,0,0,1,0
Mir1957a,0,0,0,0,1,0,0,0
Sema6a,0,0,0,0,1,0,1,0
Mir1966,0,0,0,0,1,0,0,0
Mrpl36,0,0,0,0,0,0,1,0
Mir3076,0,0,0,0,1,0,0,0
Mir365-1,0,0,0,0,1,0,0,0
Them4,0,0,0,0,0,0,1,0
Mir5107,0,0,0,0,1,0,0,0
Mir5114,0,0,0,0,1,0,0,0
Map3k9,0,0,0,0,0,0,1,0
Mpz,0,0,0,0,1,0,0,0
Mir5129,0,0,0,0,1,0,0,0
Ak4,0,0,0,0,0,0,1,0
Mir568,0,0,0,0,1,0,0,0
Fam96a,0,0,0,0,0,0,1,0
Mir700,0,0,0,0,1,0,0,0
Mir705,0,0,0,0,1,0,0,0
Alg12,0,0,0,0,0,0,1,0
Mira,0,0,0,0,1,0,0,0
Xylb,0,0,0,0,0,0,1,0
Osgin1,0,0,0,0,0,0,1,0
Mkrn2,0,0,0,0,1,0,0,0
Gm42857,0,0,0,0,0,0,1,0
Cks2,0,0,0,0,0,0,1,0
Snx24,0,0,0,0,0,0,1,0
Mllt11,0,0,0,0,1,0,0,0
Elof1,0,0,0,0,0,0,1,0
Mllt3,0,0,0,0,1,0,0,0
Mlxip,0,0,0,0,1,0,0,0
Pln,0,0,0,0,0,0,1,0
Mturn,0,0,0,0,1,0,0,0
Txn2,0,0,0,0,0,0,1,0
Mmrn2,0,0,0,0,1,0,1,0
H2-Eb1,0,0,0,0,0,0,1,0
Mogat1,0,0,0,0,1,0,0,0
Mospd1,0,0,0,0,1,0,0,0
Emc4,0,0,0,0,0,0,1,0
Sox7,0,0,0,0,0,0,1,0
Ncoa7,0,0,0,0,1,0,1,0
Tmem8,0,0,0,0,0,0,1,0
Nedd9,0,0,0,0,1,0,0,0
Mpdz,0,0,0,0,1,0,0,0
Arhgef5,0,0,0,0,0,0,1,0
Mpi,0,0,0,0,1,0,0,0
Mpp7,0,0,0,0,1,0,0,0
Xcr1,0,0,0,0,0,0,1,0
Mr1,0,0,0,0,1,0,0,0
Mrap,0,0,0,0,1,0,0,0
She,0,0,0,0,0,0,1,0
Spata13,0,0,0,0,0,0,1,0
Cgref1,0,0,0,0,0,0,1,0
Arhgef26,0,0,0,0,0,0,1,0
Mrpl37,0,0,0,0,1,0,1,0
Ccbl1,0,0,0,0,0,0,1,0
Mrpl45,0,0,0,0,1,0,0,0
Cops3,0,0,0,0,0,0,1,0
Gm16147,0,0,0,0,0,0,1,0
Ptp4a3,0,0,0,0,1,0,1,0
Mrps15,0,0,0,0,1,0,0,0
Ccr10,0,0,0,0,0,0,1,0
Uqcc2,0,0,0,0,0,0,1,0
Gm43110,0,0,0,0,0,0,1,0
Nup210,0,0,0,0,0,0,1,0
Mrps25,0,0,0,0,1,0,0,0
Abcg2,0,0,0,0,0,0,1,0
Mrps30,0,0,0,0,1,0,0,0
44078,0,0,0,0,0,0,1,0
Myrf,0,0,0,0,0,0,1,0
Mrps6,0,0,0,0,1,0,0,0
5031439G07Rik,0,0,0,0,0,0,1,0
Ogn,0,0,0,0,1,0,0,0
1700016D06Rik,0,0,0,0,0,0,1,0
Msh2,0,0,0,0,1,0,0,0
Abhd11,0,0,0,0,0,0,1,0
Msi2,0,0,0,0,1,0,1,0
Robo4,0,0,0,0,1,0,1,0
Osmr,0,0,0,0,1,0,0,0
Mtap7d3,0,0,0,0,1,0,0,0
Dnpep,0,0,0,0,0,0,1,0
Mtch1,0,0,0,0,1,0,1,0
Ggta1,0,0,0,0,0,0,1,0
Syt7,0,0,0,0,0,0,1,0
Mthfd2l,0,0,0,0,1,0,0,0
Mtmr2,0,0,0,0,1,0,1,0
Stxbp2,0,0,0,0,0,0,1,0
Nxpe4,0,0,0,0,1,0,1,0
Slc11a2,0,0,0,0,0,0,1,0
Pbxip1,0,0,0,0,1,0,0,0
mt-Ta,0,0,0,0,1,0,0,0
Ankrd28,0,0,0,0,0,0,1,0
mt-Ts1,0,0,0,0,1,0,0,0
Sparcl1,0,0,0,0,1,0,1,0
mt-Ty,0,0,0,0,1,0,0,0
Tarsl2,0,0,0,0,1,0,1,0
Grsf1,0,0,0,0,0,0,1,0
Pdcd7,0,0,0,0,1,0,0,0
Mvb12b,0,0,0,0,1,0,0,0
Cdk18,0,0,0,0,0,0,1,0
Mybpc1,0,0,0,0,1,0,0,0
Mybpc2,0,0,0,0,1,0,0,0
Myc,0,0,0,0,1,0,0,0
S100a13,0,0,0,0,1,0,1,0
Myeov2,0,0,0,0,1,0,0,0
Psmb7,0,0,0,0,0,0,1,0
Myh11,0,0,0,0,1,0,0,0
Myl1,0,0,0,0,1,0,1,0
Slc25a12,0,0,0,0,0,0,1,0
Myl9,0,0,0,0,1,0,0,0
Ablim3,0,0,0,0,0,0,1,0
Mylk4,0,0,0,0,1,0,0,0
Adh6b,0,0,0,0,0,0,1,0
Pmf1,0,0,0,0,0,0,1,0
Vps25,0,0,0,0,0,0,1,0
Myoc,0,0,0,0,1,0,0,0
Rxrg,0,0,0,0,1,0,1,0
Gm11737,0,0,0,0,0,0,1,0
Dhcr7,0,0,0,0,0,0,1,0
Naa20,0,0,0,0,1,0,1,0
Fam136a,0,0,0,0,0,0,1,0
S1pr3,0,0,0,0,1,0,1,0
Nampt,0,0,0,0,1,0,1,0
Tmem65,0,0,0,0,1,0,1,0
Nap1l4,0,0,0,0,1,0,0,0
Napa,0,0,0,0,1,0,0,0
Napepld,0,0,0,0,1,0,0,0
Nav1,0,0,0,0,1,0,0,0
C730034F03Rik,0,0,0,0,0,0,1,0
Nav3,0,0,0,0,1,0,0,0
Rdh13,0,0,0,0,1,0,1,0
Mtif2,0,0,0,0,0,0,1,0
Plxna4,0,0,0,0,0,0,1,0
Ndc1,0,0,0,0,1,0,0,0
Ndn,0,0,0,0,1,0,0,0
Stbd1,0,0,0,0,0,0,1,0
Ndrg3,0,0,0,0,1,0,1,0
Gngt2,0,0,0,0,0,0,1,0
Ndufa1,0,0,0,0,1,0,1,0
Rasgrp3,0,0,0,0,1,0,1,0
Fam162a,0,0,0,0,0,0,1,0
Cpne7,0,0,0,0,0,0,1,0
Gm6969,0,0,0,0,0,0,1,0
Ndufa4l2,0,0,0,0,1,0,0,0
Trpm4,0,0,0,0,1,0,1,0
Tek,0,0,0,0,1,0,1,0
Ndufa7,0,0,0,0,1,0,0,0
Prex1,0,0,0,0,0,0,1,0
Slc9a3r1,0,0,0,0,0,0,1,0
Hspa4l,0,0,0,0,0,0,1,0
Prrx1,0,0,0,0,1,0,0,0
Ndufaf5,0,0,0,0,1,0,1,0
Clptm1,0,0,0,0,0,0,1,0
Prss23,0,0,0,0,1,0,0,0
