GeneSymbol,ArrayNostre,GSE13432_7d,GSE13432_35d,GSE51080_10d,GSE55934_Adre_10d,GSE98132_Adre_3d,GSE108077_7d,GSE110420_10d
Gm7488,0,0,0,0,0,0,1,0
Tomm40,1,1,0,0,1,1,1,0
Golph3,0,1,0,0,0,0,0,0
Atp6v1d,0,0,0,0,1,0,1,0
Tenm2,0,0,0,0,0,0,1,0
Gosr2,0,1,0,0,0,0,0,0
Tmlhe,0,1,1,0,1,1,1,0
Por,0,1,0,1,0,0,0,0
Atp8a1,0,0,0,0,1,0,1,0
Gm17952,0,0,0,0,0,1,0,0
Nmb,0,0,0,0,0,1,1,0
Trp53inp2,1,0,0,0,0,0,1,0
Atpaf1,0,0,0,0,1,0,0,0
Ndufc1,0,1,0,0,1,1,1,0
Ptgds,0,0,0,0,1,0,1,0
Gpam,0,1,0,0,1,1,0,0
Tspan18,0,1,1,1,1,0,1,0
AU020206,0,0,0,0,1,0,0,0
St6galnac6,0,0,0,0,0,0,1,0
Tuba4a,1,0,0,0,0,0,1,0
Ubc,0,0,1,0,0,0,1,0
Auh,0,0,0,0,1,0,0,0
Grip1,0,0,0,0,0,0,1,0
Ubxn2a,0,0,1,0,1,0,1,0
AW549877,0,0,0,0,1,0,0,0
Ndufb5,0,1,0,0,1,1,1,0
Gm10293,0,0,0,0,1,0,1,0
B230369F24Rik,0,0,0,0,1,0,0,0
Tex40,0,0,0,0,0,0,1,0
Tysnd1,1,1,0,0,0,1,1,0
Ufsp1,0,0,1,0,0,0,0,0
B3galt2,0,0,0,0,1,0,0,0
Gm11407,0,0,0,0,0,1,0,0
Gm6565,0,0,0,0,0,0,1,0
Uck2,1,0,0,0,1,0,1,0
Gpi1,0,1,0,0,1,1,1,0
Uqcr10,1,1,1,1,1,1,1,0
B3glct,0,0,0,0,1,0,0,0
Gm10762,0,0,0,0,0,1,1,0
Lynx1,0,0,0,0,1,0,1,0
B430212C06Rik,0,0,0,0,1,0,0,0
Cspg5,0,0,0,0,0,1,0,0
Sh3bgrl2,0,0,0,0,0,0,1,0
St6galnac5,0,0,0,1,0,0,0,0
B4galt4,0,0,0,0,1,0,0,0
Gpihbp1,0,1,0,0,1,0,1,0
Vwa8,0,1,1,1,0,1,1,0
Bag1,0,0,0,0,1,0,0,0
Thbd,0,0,0,0,1,0,0,0
Gpt2,0,1,0,0,0,0,0,0
Prkar2b,0,0,0,1,1,0,1,0
Bbof1,0,0,0,0,1,0,0,0
Atp5j2,0,0,0,0,0,1,1,0
Gpx4,0,1,0,0,1,0,1,0
Rad51d,0,1,0,1,0,0,0,0
Ndufa6,0,0,0,0,0,1,1,0
Grpel1,0,1,0,0,0,1,1,0
Rasd1,0,0,0,1,1,0,0,0
BC004004,0,0,0,0,1,1,1,0
Gfra1,0,0,0,0,0,0,1,0
Gtf2i,0,1,0,0,0,0,0,0
Mrps2,0,1,0,0,1,1,1,0
Cfap161,0,0,0,0,0,0,1,0
Tuba1a,0,0,0,0,1,0,0,0
Zadh2,1,0,0,0,0,1,1,0
Guk1,0,1,0,0,0,0,0,0
BC029722,0,0,0,0,1,0,0,0
Zfp768,1,0,0,0,0,0,1,0
Rdh16,0,0,0,1,0,0,0,0
BC034902,0,0,0,0,1,0,0,0
BC049352,0,0,0,0,0,1,1,0
Oscar,0,0,0,0,0,0,1,0
Reg3g,0,0,0,1,0,0,0,0
Bcam,0,0,0,0,1,0,1,0
Ndufs7,0,0,0,0,1,1,1,0
Ninl,0,0,0,0,0,0,1,0
H1f0,0,1,0,0,0,0,0,0
Bcat2,0,0,0,0,1,0,0,0
Mrpl34,0,1,0,0,1,1,1,0
Epha3,0,0,0,0,0,0,1,0
Rhof,0,0,0,1,0,0,0,0
Ndufb4,0,1,0,0,1,1,1,0
Tmem184a,0,0,0,0,0,0,1,0
Rilp,0,1,0,1,0,0,1,0
Bcl6b,0,0,0,0,1,0,1,0
Slc25a1,0,1,0,0,1,1,1,0
Gm826,0,0,0,0,0,0,1,0
Bcl7b,0,0,0,0,1,0,0,0
Hbs1l,0,1,0,0,0,0,0,0
Ropn1l,0,0,0,1,0,0,0,0
Bcs1l,0,0,0,0,1,0,1,0
Hist1h2bc,0,0,0,0,0,1,0,0
Rsad1,0,0,0,1,0,0,0,0
Bhlhb9,0,0,0,0,1,0,0,0
Myom1,0,0,0,0,1,0,1,0
Hemk1,0,1,0,0,0,0,0,0
Bhlhe41,0,0,0,0,1,0,0,0
Ndufs3,0,0,0,0,1,1,1,0
Pde1c,0,0,0,0,0,0,1,0
S100a8,0,0,0,1,0,0,0,0
Bmp6,0,0,0,0,1,0,1,0
Grrp1,0,0,0,0,0,0,1,0
Higd1a,0,1,0,0,0,1,1,0
Bmpr2,0,0,0,0,1,0,0,0
Dcaf12l1,0,0,0,0,0,1,1,0
Higd1c,0,1,0,0,0,0,0,0
Sdsl,0,0,0,1,0,1,1,0
Borcs8,0,0,0,0,1,0,0,0
Cst7,0,0,0,0,0,0,1,0
Serpina12,0,0,0,1,0,0,0,0
Gm20696,0,0,0,0,0,1,0,0
Hoxc6,0,1,0,0,1,0,0,0
Slc1a5,0,0,0,1,1,0,0,0
Brms1l,0,0,0,0,1,0,0,0
Slc43a2,0,0,0,0,0,0,1,0
Aspn,0,0,0,0,0,0,1,0
Slc24a3,0,0,0,1,1,0,1,0
Bscl2,0,0,0,0,1,0,0,0
Pax8,0,0,0,0,0,1,0,0
Cerkl,0,0,0,0,0,0,1,0
Btbd1,0,0,0,0,1,0,1,0
Galr2,0,0,0,0,0,1,0,0
Gm6768,0,0,0,0,0,0,1,0
Bank1,0,0,0,0,0,0,1,0
Slc25a31,0,0,0,1,0,0,0,0
Btbd10,0,0,0,0,1,0,0,0
Sptbn5,0,0,0,0,0,1,1,0
Cyp4b1,0,0,0,0,1,0,1,0
Slc25a33,0,1,0,1,0,1,1,0
Btg2,0,0,0,0,1,0,0,0
Pllp,0,0,0,0,0,1,0,0
Zfp534,0,0,0,0,0,0,1,0
Btg3,0,0,0,0,1,0,0,0
Dnajb3,0,0,0,0,0,1,0,0
Cox4i1,0,0,0,0,1,1,1,0
Hspb8,0,1,0,0,0,0,0,0
Bzw2,0,0,0,0,1,0,0,0
Nectin2,0,0,0,0,0,0,1,0
Slc4a1,0,0,0,1,0,0,0,0
Hist1h4i,0,0,0,0,0,1,1,0
Ccl21a,0,0,0,0,1,0,0,0
C030037D09Rik,0,0,0,0,1,0,0,0
C1qtnf9,0,0,0,0,1,0,1,0
Ccl21c,0,0,0,0,1,0,0,0
C2cd5,0,0,0,0,1,0,0,0
Slc9a6,0,0,0,1,1,0,0,0
C330018D20Rik,0,0,0,0,1,0,0,0
Ifi27,0,0,0,0,1,1,1,0
Rasl10a,0,0,0,0,0,0,1,0
Slitrk4,0,0,0,1,0,0,0,0
Pde4b,0,0,0,0,0,0,1,0
Cab39,0,0,0,0,1,0,1,0
Cbfa2t3,0,0,0,0,0,0,1,0
Igfbp4,0,1,0,0,0,0,0,0
Cables1,0,0,0,0,1,0,1,0
Immp2l,0,1,0,0,0,0,1,0
Snap25,0,0,0,1,0,0,0,0
Cacna2d1,0,0,0,0,1,0,1,0
Slitrk2,0,0,0,0,0,1,0,0
Zfp52,0,0,0,0,0,0,1,0
Cacybp,0,0,0,0,1,0,0,0
6430573F11Rik,0,0,0,0,0,1,1,0
As3mt,0,0,0,0,0,0,1,0
Snca,0,0,0,1,0,0,1,0
Cd209g,0,0,0,0,1,0,0,0
Ing4,0,1,0,0,0,0,0,0
Calcoco1,0,0,0,0,1,0,0,0
Lurap1,0,0,0,0,1,1,1,0
Camsap2,0,0,0,0,1,0,0,0
Romo1,0,0,0,0,0,1,0,0
Ckb,0,0,0,0,0,0,1,0
Isca1,0,1,0,0,1,0,1,0
Sox6,0,0,0,1,1,0,1,0
Capn2,0,0,0,0,1,0,0,0
P2ry1,0,0,0,0,0,0,1,0
Capn3,0,0,0,0,1,0,0,0
Tmc7,0,0,0,0,0,1,1,0
Gm12247,0,0,0,0,0,0,1,0
Jak1,0,1,0,0,0,0,0,0
Capns1,0,0,0,0,1,0,1,0
Clpx,0,0,0,0,0,1,1,0
Cenpa,0,0,0,0,0,0,1,0
Kcmf1,0,1,0,0,1,0,1,0
Sox6os,0,0,0,1,1,0,0,0
Caprin2,0,0,0,0,1,0,0,0
Sorl1,0,0,0,0,1,0,1,0
Sphk2,0,0,0,1,0,0,0,0
Capza1,0,0,0,0,1,0,1,0
Gm6316,0,0,0,0,0,1,0,0
Dpep1,0,0,0,0,1,0,1,0
Clec3b,0,0,0,0,1,0,0,0
Kcnh3,0,1,0,0,0,0,0,0
Srxn1,0,1,0,1,0,0,1,0
Car11,0,0,0,0,1,0,1,0
Sult5a1,0,0,0,0,0,0,1,0
Ssc4d,0,0,0,1,0,0,0,0
Car13,0,0,0,0,1,0,1,0
Sdhb,0,1,0,0,1,1,1,0
Vps37d,0,0,0,0,0,1,1,0
Col1a1,0,0,0,0,1,0,0,0
Stau2,0,0,0,1,1,0,1,0
Fmo1,0,0,0,0,0,1,1,0
Zswim5,0,0,0,0,0,0,1,0
Col1a2,0,0,0,0,1,0,0,0
Lactb2,0,1,0,0,0,1,1,0
Ccdc80,0,0,0,0,1,0,0,0
Syn2,0,0,0,1,1,0,0,0
Car5b,0,0,0,0,1,0,0,0
Tmprss6,0,0,0,0,0,1,1,0
Col3a1,0,0,0,0,1,0,0,0
Syt12,0,0,0,1,0,0,0,0
Carnmt1,0,0,0,0,1,0,1,0
Etfa,0,0,0,0,1,1,1,0
Gm5069,0,0,0,0,1,1,1,0
Ldb1,0,1,0,0,0,0,0,0
Tbata,0,0,0,1,0,1,0,0
Cav1,0,0,0,0,1,0,0,0
Cox7c,0,0,0,0,0,1,1,0
Sgol2a,0,0,0,0,0,0,1,0
Col6a1,0,0,0,0,1,0,0,0
Tbc1d2,0,0,0,1,0,0,0,0
Cav2,0,0,0,0,1,0,0,0
Tcp10b,0,0,0,1,0,0,0,0
Cbl,0,0,0,0,1,0,0,0
Trpv3,0,0,0,0,0,1,0,0
Fmo2,0,0,0,0,0,0,1,0
Col6a3,0,0,0,0,1,0,0,0
Tcp10c,0,0,0,1,0,0,0,0
Ccdc28b,0,0,0,0,1,0,1,0
Ndufa5,0,0,0,0,1,1,1,0
Epor,0,0,0,0,0,0,1,0
Cpa3,0,0,0,0,0,0,1,0
Tef,0,0,0,1,0,0,0,0
Ccdc3,0,0,0,0,1,0,0,0
Rapgef5,0,0,0,0,0,0,1,0
Ccnd2,0,0,0,0,1,0,0,0
Ccdc69,0,0,0,0,1,0,0,0
Cox6b2,0,0,0,0,0,1,1,0
St14,0,0,0,0,0,0,1,0
Ccdc82,0,0,0,0,1,0,0,0
Col12a1,0,0,0,0,1,0,1,0
Lipe,0,1,0,0,1,0,0,0
Tmem120b,0,0,0,1,1,0,0,0
Ccdc85a,0,0,0,0,1,0,0,0
Rnf217,0,0,0,0,0,1,0,0
Erbb3,0,0,0,0,0,0,1,0
Tmem179,0,0,0,1,0,0,0,0
Ccdc88a,0,0,0,0,1,0,0,0
Itpka,0,0,0,0,0,1,0,0
Lman1,0,1,0,0,0,0,0,0
Tmem201,0,0,0,1,0,0,0,0
Ccl11,0,0,0,0,1,0,0,0
Gm14667,0,0,0,0,0,1,0,0
Ngef,0,0,0,0,0,0,1,0
LOC102641229,0,1,0,0,0,0,0,0
LOC102641387,0,1,0,0,0,0,0,0
Asns,0,0,0,0,0,1,0,0
LOC105242484,0,1,0,0,0,0,0,0
Tppp,0,0,0,1,1,0,1,0
Uqcrh,0,0,0,0,1,1,1,0
Tmem221,0,0,0,0,0,0,1,0
Lpcat3,0,1,0,0,0,1,1,0
Trim67,0,0,0,1,0,0,1,0
Lrrc24,0,1,0,0,0,0,1,0
Ccng1,0,0,0,0,1,0,1,0
Efcab12,0,0,0,0,0,1,0,0
F13a1,0,0,0,0,1,0,0,0
Ccng2,0,0,0,0,1,0,0,0
Zfp827,0,0,0,0,1,0,1,0
Lss,0,1,0,0,0,0,1,0
Ttll8,0,0,0,1,0,0,0,0
Cd151,0,0,0,0,1,0,0,0
Elavl3,0,0,0,0,0,1,1,0
Ltc4s,0,1,0,0,1,0,1,0
Cd200,0,0,0,0,1,0,1,0
Fam65b,0,0,0,0,0,0,1,0
Ly6g6c,0,1,0,0,0,0,0,0
Lime1,0,0,0,0,0,0,1,0
Fbn1,0,0,0,0,1,0,0,0
Lypla1,0,1,0,0,0,0,1,0
Cd248,0,0,0,0,1,0,0,0
Cd274,0,0,0,0,1,0,1,0
B4galnt2,0,0,0,0,0,0,1,0
Mapk14,0,1,0,0,0,0,0,0
Cd300lg,0,0,0,0,1,0,1,0
Mbnl2,0,1,0,0,1,0,1,0
Vldlr,0,0,0,1,1,0,1,0
Cd34,0,0,0,0,1,0,0,0
Tspan15,0,0,0,0,1,1,1,0
Cd36,0,0,0,0,1,0,0,0
Tmem14c,0,1,0,0,0,1,1,0
Krt222,0,0,0,0,0,0,1,0
Cd59b,0,0,0,0,1,0,0,0
Tjp3,0,0,0,0,0,0,1,0
Fstl1,0,0,0,0,1,0,0,0
Vmn2r1,0,0,0,1,0,0,1,0
Cd74,0,0,0,0,1,0,1,0
Ndufa11,0,0,0,0,0,1,1,0
Nceh1,0,0,0,0,0,0,1,0
Cd93,0,0,0,0,1,0,1,0
Mum1l1,0,0,0,0,0,1,0,0
Abhd8,0,0,0,0,0,0,1,0
Methig1,0,1,0,0,0,0,0,0
Cd99l2,0,0,0,0,1,0,0,0
Fibin,0,0,0,0,0,1,1,0
Gas1,0,0,0,0,0,0,1,0
Mettl7a1,0,1,0,0,0,0,0,0
Cdc42,0,0,0,0,1,0,0,0
Mgrn1,0,1,0,0,0,0,1,0
Cdc42se2,0,0,0,0,1,0,0,0
Mknk2,0,1,0,0,1,0,0,0
Cdh13,0,0,0,0,1,0,1,0
Ndufb2,0,0,0,0,0,1,1,0
Mlec,0,1,0,0,1,0,0,0
Ckm,0,0,0,0,1,0,0,0
Cdh19,0,0,0,0,1,0,0,0
Aifm1,0,0,0,0,0,1,1,0
Mlf2,0,1,0,0,0,0,1,0
Cdh5,0,0,0,0,1,0,1,0
Hbb-bs,0,0,0,0,0,0,1,0
Mlx,0,1,0,0,0,0,1,0
Clic1,0,0,0,0,0,0,1,0
Cdk14,0,0,0,0,1,0,0,0
Cmah,0,0,0,0,0,0,1,0
Ccdc18,0,0,0,0,0,0,1,0
Gm10410,0,0,0,0,1,0,0,0
Mmaa,0,1,0,0,1,0,1,0
Cox7a2,0,0,0,0,1,1,1,0
Map2,0,0,0,0,0,0,1,0
Mmab,0,1,0,0,1,1,0,0
Cdkl3,0,0,0,0,1,0,0,0
Gm10591,0,0,0,0,1,0,0,0
Ndufs5,0,0,0,0,1,1,1,0
Gm8113,0,0,0,0,0,0,1,0
Mme,0,1,0,0,1,0,1,0
Cotl1,0,0,0,0,0,0,1,0
Cdkn1c,0,0,0,0,1,0,0,0
Tinag,0,0,0,0,0,1,1,0
Ctla2b,0,0,0,0,0,0,1,0
Mmgt1,0,1,0,0,1,0,1,0
Cdkn2c,0,0,0,0,1,0,0,0
Nol4l,0,0,0,0,1,0,1,0
Mmp14,0,1,0,0,0,0,0,0
Arntl,0,0,0,0,0,0,1,0
Cdnf,0,0,0,0,1,0,0,0
Mob2,0,1,0,0,0,0,0,0
Cdon,0,0,0,0,1,0,0,0
mt-Nd3,0,0,0,0,0,1,0,0
Pkm,0,1,0,0,1,1,1,0
Mpdu1,0,1,0,0,0,1,1,0
Cdr2,0,0,0,0,1,0,0,0
Cdk6,0,0,0,0,0,0,1,0
Cds1,0,0,0,0,1,1,1,0
Gm1818,0,0,0,0,1,0,1,0
Celf2,0,0,0,0,1,0,0,0
Cacna2d2,0,0,0,0,0,1,1,0
Gm13304,0,0,0,0,1,0,0,0
Mrpl10,0,1,0,0,1,0,1,0
Cep104,0,0,0,0,1,0,0,0
Fam186a,0,0,0,0,0,1,0,0
Prune2,0,0,0,0,1,0,1,0
Cep170,0,0,0,0,1,0,0,0
Phb,0,1,0,0,0,1,1,0
Icam2,0,0,0,0,0,0,1,0
Mrpl4,0,1,0,0,1,0,1,0
Cep192,0,0,0,0,1,0,0,0
Mrpl46,0,1,0,0,0,1,1,0
Cep68,0,0,0,0,1,0,0,0
Mrpl50,0,1,0,0,0,1,1,0
Cxcr6,0,0,0,0,0,0,1,0
Cers4,0,0,0,0,1,0,0,0
Ldha,0,0,0,0,0,1,1,0
Mrps11,0,1,0,0,0,0,1,0
Cers5,0,0,0,0,1,0,0,0
Mrps18a,0,1,0,0,0,0,1,0
Ceacam1,0,0,0,0,0,0,1,0
Cfd,0,0,0,0,1,0,0,0
Pdha1,0,1,0,0,1,1,1,0
Cyb561,0,0,0,0,0,0,1,0
Mrps22,0,0,0,0,0,1,1,0
Chchd4,0,0,0,0,1,0,1,0
Pdzd9,0,0,0,0,0,1,1,0
Speg,0,0,0,0,0,0,1,0
Gm1987,0,0,0,0,1,0,0,0
Msn,0,1,0,0,1,0,0,0
Gm12070,0,0,0,0,0,1,0,0
Msra,0,1,0,0,0,0,1,0
Msrb2,0,1,0,0,1,0,1,0
Ddx39,0,0,0,0,0,0,1,0
Chst1,0,0,0,0,1,0,0,0
Tmem254c,0,0,0,0,0,1,0,0
Ppp1r3a,0,0,0,0,0,0,1,0
Dgkd,0,0,0,0,1,0,0,0
Chst11,0,0,0,0,1,0,1,0
Chst15,0,0,0,0,1,0,0,0
Cib2,0,0,0,0,1,0,1,0
Pecr,0,0,0,0,0,1,1,0
Plin2,0,1,0,0,1,1,1,0
Cidec,0,0,0,0,1,0,0,0
Myo1c,0,1,0,0,1,0,0,0
Cirh1a,0,0,0,0,1,0,0,0
Gm12231,0,0,0,0,0,1,0,0
Itpr2,0,0,0,0,1,0,1,0
Nadk,0,1,0,0,0,0,0,0
Eno3,0,0,0,0,1,0,0,0
Ndufaf6,0,0,0,0,0,1,1,0
Ccdc162,0,0,0,0,0,0,1,0
Ckmt2,0,0,0,0,1,0,0,0
Smim24,0,0,0,0,0,0,1,0
Clasp1,0,0,0,0,1,0,0,0
Gm10177,0,0,0,0,0,1,0,0
Liph,0,0,0,0,0,0,1,0
Ndufa12,0,1,0,0,1,1,1,0
Clasp2,0,0,0,0,1,0,0,0
Clcn6,0,0,0,0,1,0,0,0
Pfn4,0,0,0,0,0,1,0,0
Tm6sf1,0,0,0,0,1,0,1,0
Ndufa4,0,1,0,0,1,1,1,0
Ets1,0,0,0,0,0,0,1,0
Cldn15,0,0,0,0,1,0,0,0
Olfr1396,0,0,0,0,0,1,0,0
Gm21541,0,0,0,0,1,0,0,0
Cldnd1,0,0,0,0,1,0,0,0
Ccdc92b,0,0,0,0,0,1,0,0
Fhl1,0,0,0,0,1,0,1,0
Clec16a,0,0,0,0,1,0,1,0
Camk2b,0,0,0,0,0,0,1,0
Tbc1d9,0,0,0,0,0,0,1,0
Clic4,0,0,0,0,1,0,0,0
Tnnc1,0,0,0,0,0,1,0,0
Clpb,0,0,0,0,1,0,1,0
Tlcd1,0,0,0,0,0,1,1,0
Clpp,0,0,0,0,1,0,1,0
Chchd2,0,0,0,0,0,1,0,0
Gm10643,0,0,0,0,1,0,1,0
Clstn1,0,0,0,0,1,0,0,0
Gm4691,0,0,0,0,0,1,0,0
Gm15920,0,0,0,0,0,1,0,0
Gm26712,0,0,0,0,0,0,1,0
Ndufs2,0,1,0,0,1,1,1,0
Galnt2,0,0,0,0,1,0,0,0
1810062G17Rik,0,0,0,0,0,1,0,0
Gm21975,0,0,0,0,0,0,1,0
Cmya5,0,0,0,0,1,0,0,0
Lrrc9,0,0,0,0,0,1,1,0
Cnih4,0,0,0,0,1,0,0,0
Sema4g,0,0,0,0,0,0,1,0
Cnnm2,0,0,0,0,1,0,0,0
Tectb,0,0,0,0,0,0,1,0
Cnst,0,0,0,0,1,1,1,0
Nsdhl,0,1,0,0,0,1,1,0
Sh3tc2,0,0,0,0,0,0,1,0
Cntnap1,0,0,0,0,1,1,1,0
Gm9797,0,0,0,0,0,1,1,0
Cox20,0,0,0,0,1,1,1,0
Fasn,0,0,0,0,1,1,1,0
Cog6,0,0,0,0,1,0,0,0
Pkn1,0,0,0,0,1,0,1,0
Hoga1,0,0,0,0,0,1,1,0
mt-Co2,0,0,0,0,0,1,1,0
Slc6a1,0,0,0,0,0,1,0,0
Necap2,0,1,0,0,1,0,0,0
Nfs1,0,1,0,0,0,0,0,0
Asf1b,0,0,0,0,0,0,1,0
Col4a1,0,0,0,0,1,0,0,0
Slc25a21,0,0,0,0,0,1,0,0
Col4a2,0,0,0,0,1,0,0,0
Usf2-ps1,0,0,0,0,0,0,1,0
Nsun4,0,1,0,0,0,0,1,0
Idh1,0,0,0,0,0,1,0,0
Nudt13,0,1,0,0,1,0,0,0
Cops8,0,0,0,0,1,0,0,0
Hist1h2be,0,0,0,0,1,1,1,0
Lrrc15,0,0,0,0,0,0,1,0
Nudt19,0,1,0,0,0,0,1,0
Copz2,0,0,0,0,1,0,0,0
Gsto1,0,0,0,0,0,1,1,0
Gm15459,0,0,0,0,0,0,1,0
Matn2,0,0,0,0,1,0,0,0
Cpm,0,0,0,0,0,0,1,0
Nudt8,0,1,0,0,0,0,0,0
Parm1,0,0,0,0,1,0,1,0
Oaz2,0,1,0,0,1,0,0,0
Samd14,0,0,0,0,0,0,1,0
Calr4,0,0,0,0,0,1,0,0
Gm7666,0,0,0,0,0,0,1,0
Coro2b,0,0,0,0,1,0,0,0
Gm1840,0,0,0,0,1,1,0,0
Coro6,0,0,0,0,1,0,1,0
Gm9780,0,0,0,0,0,0,1,0
Cox14,0,0,0,0,1,0,0,0
Rbm47,0,0,0,0,0,1,0,0
Oxnad1,0,1,0,0,1,0,1,0
Cox17,0,0,0,0,1,0,1,0
Ppp1r1a,0,0,0,0,1,1,1,0
Chd3,0,0,0,0,0,0,1,0
Cox19,0,0,0,0,1,0,1,0
Hspd1,0,0,0,0,0,1,1,0
Pdss1,0,0,0,0,1,1,1,0
Spata22,0,0,0,0,0,1,1,0
Heyl,0,0,0,0,0,0,1,0
Mrpl51,0,0,0,0,1,1,1,0
Gm13152,0,0,0,0,1,0,1,0
H2-Aa,0,0,0,0,1,0,0,0
Cox6a1,0,0,0,0,1,0,1,0
Kcna7,0,0,0,0,0,0,1,0
H2-Ab1,0,0,0,0,1,0,0,0
Cox6c,0,0,0,0,1,1,1,0
RP23-220F20.2,0,0,0,0,0,1,0,0
Cox11,0,0,0,0,0,1,1,0
Esrrb,0,0,0,0,0,0,1,0
H2-DMb1,0,0,0,0,0,0,1,0
9130230L23Rik,0,0,0,0,0,1,0,0
Rian,0,0,0,0,1,0,0,0
Ndufb10,0,0,0,0,1,1,1,0
Pcmtd1,0,1,0,0,0,0,0,0
Gm13341,0,0,0,0,0,1,0,0
Rarb,0,0,0,0,1,0,1,0
Tpbgl,0,0,0,0,0,0,1,0
Pde2a,0,1,0,0,1,0,1,0
Cpd,0,0,0,0,1,0,0,0
Lpin1,0,0,0,0,0,1,1,0
Timm8b,0,0,0,0,0,1,1,0
Cpe,0,0,0,0,1,0,0,0
Cpeb1,0,0,0,0,1,0,0,0
Celsr3,0,0,0,0,0,1,1,0
Lipa,0,0,0,0,0,0,1,0
Insig1,0,0,0,0,1,1,1,0
Pitpnc1,0,0,0,0,0,0,1,0
Nmnat1,0,0,0,0,1,1,1,0
43891,0,1,0,0,0,1,1,0
Pef1,0,1,0,0,0,0,0,0
mt-Nd6,0,0,0,0,0,1,1,0
Pex14,0,1,0,0,0,0,1,0
Crip1,0,0,0,0,1,0,0,0
Cd1d1,0,0,0,0,0,1,0,0
Mrpl42,0,0,0,0,1,1,1,0
Pex16,0,1,0,0,0,0,1,0
Crispld2,0,0,0,0,1,0,0,0
Ptms,0,0,0,0,0,1,1,0
Cry1,0,0,0,0,0,0,1,0
Alad,0,0,0,0,0,1,0,0
Crtap,0,0,0,0,1,0,0,0
Gnas,0,0,0,0,1,1,1,0
Pex5,0,1,0,0,0,0,0,0
Cryab,0,0,0,0,1,0,0,0
Ptges,0,0,0,0,0,1,0,0
Crybg3,0,0,0,0,1,0,0,0
Nudt15,0,0,0,0,0,0,1,0
Crlf1,0,0,0,0,0,1,0,0
Pfkp,0,1,0,0,1,0,1,0
Csde1,0,0,0,0,1,0,0,0
Neto2,0,0,0,0,0,0,1,0
Csnk1e,0,0,0,0,1,0,0,0
Cspg4,0,0,0,0,1,0,0,0
Adh7,0,0,0,0,0,0,1,0
Cst3,0,0,0,0,1,0,0,0
Pgls,0,1,0,0,0,0,1,0
Trps1,0,0,0,0,1,0,0,0
Ctbp1,0,0,0,0,1,0,0,0
Spag4,0,0,0,0,0,1,1,0
Synpo,0,0,0,0,0,0,1,0
Igfbp6,0,0,0,0,1,0,0,0
Tshr,0,0,0,0,1,0,0,0
Ctbp2,0,0,0,0,1,0,0,0
Paox,0,0,0,0,0,1,0,0
Wipf3,0,0,0,0,0,0,1,0
Ctdspl,0,0,0,0,1,0,0,0
Ctsb,0,0,0,0,1,0,0,0
Gm27029,0,0,0,0,0,1,0,0
Stard10,0,0,0,0,0,0,1,0
Sorbs3,0,0,0,0,0,0,1,0
Cuedc1,0,0,0,0,1,0,0,0
Stom,0,1,0,0,1,0,1,0
Pin1,0,1,0,0,0,0,0,0
Bik,0,0,0,0,0,0,1,0
Pbld2,0,0,0,0,0,0,1,0
Pla2g12a,0,1,0,0,1,0,0,0
Grid1,0,0,0,0,0,1,0,0
St6gal1,0,0,0,0,0,0,1,0
Pla2g15,0,1,0,0,0,0,0,0
Cygb,0,0,0,0,1,0,1,0
Htra1,0,0,0,0,1,0,0,0
Mrpl20,0,0,0,0,0,1,1,0
Plin3,0,1,0,0,1,0,1,0
Cyr61,0,0,0,0,1,0,0,0
Adh6-ps1,0,0,0,0,0,0,1,0
Cyth3,0,0,0,0,1,0,0,0
Timm10,0,0,0,0,0,1,1,0
Cyyr1,0,0,0,0,1,0,1,0
Mdh1,0,0,0,0,0,1,1,0
Fam134b,0,0,0,0,0,0,1,0
Plvap,0,1,0,0,0,0,0,0
D5Ertd579e,0,0,0,0,1,0,0,0
Neurl1a,0,0,0,0,0,0,1,0
D830030K20Rik,0,0,0,0,1,0,0,0
Tssk1,0,0,0,0,0,1,0,0
Nrarp,0,0,0,0,0,0,1,0
Poldip2,0,1,0,0,0,0,1,0
D8Ertd82e,0,0,0,0,1,0,0,0
Fhl3,0,0,0,0,0,1,0,0
Dach1,0,0,0,0,1,0,1,0
Acsl3,0,0,0,0,0,1,1,0
Polr1d,0,1,0,0,1,0,0,0
Dag1,0,0,0,0,1,0,0,0
2010107G23Rik,0,0,0,0,0,1,1,0
Gramd1c,0,0,0,0,0,0,1,0
Dagla,0,0,0,0,1,0,1,0
Gm5617,0,0,0,0,0,1,1,0
Fbxl2,0,0,0,0,0,0,1,0
Itih5,0,0,0,0,1,0,0,0
Dcaf4,0,0,0,0,1,0,1,0
Dctn3,0,0,0,0,1,0,0,0
Ndufc2,0,0,0,0,1,1,1,0
Dctn4,0,0,0,0,1,0,0,0
Pygl,0,1,0,0,0,1,1,0
Dctn5,0,0,0,0,1,0,0,0
Atox1,0,0,0,0,0,1,1,0
Dctn6,0,0,0,0,1,0,0,0
Dpysl4,0,0,0,0,0,1,0,0
Fzd6,0,0,0,0,0,0,1,0
Ppcs,0,1,0,0,0,0,1,0
Klf2,0,0,0,0,1,0,0,0
Dcun1d2,0,0,0,0,1,0,0,0
Klf6,0,0,0,0,1,0,0,0
Ppp2r1a,0,1,0,0,1,0,0,0
Ddr2,0,0,0,0,1,0,0,0
Tmem97,0,0,0,0,0,1,0,0
Ppp2r5b,0,1,0,0,1,0,1,0
Ddx59,0,0,0,0,1,0,0,0
