Anon_GS,GSE_A,GSE_B,GSE_C,GSE_D,GSE_E,GSE_F,GSE_G,GSE_H,,,,,,
7086a,0,0,0,0,1,0,0,0,,,,,,
7087a,0,0,0,0,0,0,1,0,,,,,,
7088a,0,0,0,0,0,0,1,0,,,,,,
7089a,0,0,0,0,0,0,1,0,,,,,,
7090a,0,0,0,0,1,0,0,0,,,,,,
7091a,0,0,0,0,0,0,1,0,,,,,,
7092a,0,0,0,0,1,0,1,0,,,,,,
7093a,0,0,0,0,0,0,1,0,,,,,,
7094a,0,0,0,0,0,0,1,0,,,,,,
7095a,0,0,0,0,1,0,0,0,,,,,,
7096a,0,0,0,0,0,0,1,0,,,,,,
7097a,0,0,0,0,1,0,0,0,,,,,,
7098a,0,0,0,0,0,0,1,0,,,,,,
7099a,0,0,0,0,1,0,0,0,,,,,,
7100a,0,0,0,0,0,0,1,0,,,,,,
7101a,0,0,0,0,1,0,0,0,,,,,,
7102a,0,0,0,0,0,0,1,0,,,,,,
7103a,0,0,0,0,0,0,1,0,,,,,,
7104a,0,0,0,0,1,0,1,0,,,,,,
7105a,0,0,0,0,1,0,0,0,,,,,,
7106a,0,0,0,0,0,0,1,0,,,,,,
7107a,0,0,0,0,1,0,0,0,,,,,,
7108a,0,0,0,0,0,0,1,0,,,,,,
7109a,0,0,0,0,0,0,1,0,,,,,,
7110a,0,0,0,0,1,0,0,0,,,,,,
7111a,0,0,0,0,0,0,1,0,,,,,,
7112a,0,0,0,0,0,0,1,0,,,,,,
7113a,0,0,0,0,0,0,1,0,,,,,,
7114a,0,0,0,0,1,0,0,0,,,,,,
7115a,0,0,0,0,0,0,1,0,,,,,,
7116a,0,0,0,0,1,0,0,0,,,,,,
7117a,0,0,0,0,0,0,1,0,,,,,,
7118a,0,0,0,0,1,0,0,0,,,,,,
7119a,0,0,0,0,0,0,1,0,,,,,,
7120a,0,0,0,0,1,0,0,0,,,,,,
7121a,0,0,0,0,0,0,1,0,,,,,,
7122a,0,0,0,0,1,0,0,0,,,,,,
7123a,0,0,0,0,0,0,1,0,,,,,,
7124a,0,0,0,0,1,0,0,0,,,,,,
7125a,0,0,0,0,1,0,1,0,,,,,,
7126a,0,0,0,0,0,0,1,0,,,,,,
7127a,0,0,0,0,1,0,0,0,,,,,,
7128a,0,0,0,0,1,0,0,0,,,,,,
7129a,0,0,0,0,1,0,0,0,,,,,,
7130a,0,0,0,0,0,0,1,0,,,,,,
7131a,0,0,0,0,1,0,0,0,,,,,,
7132a,0,0,0,0,0,0,1,0,,,,,,
7133a,0,0,0,0,0,0,1,0,,,,,,
7134a,0,0,0,0,1,0,0,0,,,,,,
7135a,0,0,0,0,1,0,0,0,,,,,,
7136a,0,0,0,0,1,0,1,0,,,,,,
7137a,0,0,0,0,0,0,1,0,,,,,,
7138a,0,0,0,0,0,0,1,0,,,,,,
7139a,0,0,0,0,1,0,0,0,,,,,,
7140a,0,0,0,0,0,0,1,0,,,,,,
7141a,0,0,0,0,0,0,1,0,,,,,,
7142a,0,0,0,0,1,0,0,0,,,,,,
7143a,0,0,0,0,0,0,1,0,,,,,,
7144a,0,0,0,0,1,0,0,0,,,,,,
7145a,0,0,0,0,0,0,1,0,,,,,,
7146a,0,0,0,0,1,0,0,0,,,,,,
7147a,0,0,0,0,0,0,1,0,,,,,,
7148a,0,0,0,0,1,0,0,0,,,,,,
7149a,0,0,0,0,0,0,1,0,,,,,,
7150a,0,0,0,0,1,0,0,0,,,,,,
7151a,0,0,0,0,0,0,1,0,,,,,,
7152a,0,0,0,0,1,0,0,0,,,,,,
7153a,0,0,0,0,0,0,1,0,,,,,,
7154a,0,0,0,0,1,0,0,0,,,,,,
7155a,0,0,0,0,0,0,1,0,,,,,,
7156a,0,0,0,0,1,0,0,0,,,,,,
7157a,0,0,0,0,0,0,1,0,,,,,,
7158a,0,0,0,0,1,0,0,0,,,,,,
7159a,0,0,0,0,0,0,1,0,,,,,,
7160a,0,0,0,0,1,0,0,0,,,,,,
7161a,0,0,0,0,0,0,1,0,,,,,,
7162a,0,0,0,0,0,0,1,0,,,,,,
7163a,0,0,0,0,1,0,0,0,,,,,,
7164a,0,0,0,0,0,0,1,0,,,,,,
7165a,0,0,0,0,1,0,0,0,,,,,,
7166a,0,0,0,0,0,0,1,0,,,,,,
7167a,0,0,0,0,0,0,1,0,,,,,,
7168a,0,0,0,0,1,0,0,0,,,,,,
7169a,0,0,0,0,1,0,0,0,,,,,,
7170a,0,0,0,0,0,0,1,0,,,,,,
7171a,0,0,0,0,1,0,0,0,,,,,,
7172a,0,0,0,0,0,0,1,0,,,,,,
7173a,0,0,0,0,0,0,1,0,,,,,,
7174a,0,0,0,0,1,0,0,0,,,,,,
7175a,0,0,0,0,1,0,1,0,,,,,,
7176a,0,0,0,0,1,0,0,0,,,,,,
7177a,0,0,0,0,1,0,1,0,,,,,,
7178a,0,0,0,0,1,0,0,0,,,,,,
7179a,0,0,0,0,0,0,1,0,,,,,,
7180a,0,0,0,0,1,0,1,0,,,,,,
7181a,0,0,0,0,0,0,1,0,,,,,,
7182a,0,0,0,0,1,0,0,0,,,,,,
7183a,0,0,0,0,0,0,1,0,,,,,,
7184a,0,0,0,0,0,0,1,0,,,,,,
7185a,0,0,0,0,1,0,0,0,,,,,,
7186a,0,0,0,0,0,0,1,0,,,,,,
7187a,0,0,0,0,1,0,0,0,,,,,,
7188a,0,0,0,0,0,0,1,0,,,,,,
7189a,0,0,0,0,0,0,1,0,,,,,,
7190a,0,0,0,0,1,0,0,0,,,,,,
7191a,0,0,0,0,0,0,1,0,,,,,,
7192a,0,0,0,0,1,0,0,0,,,,,,
7193a,0,0,0,0,1,0,0,0,,,,,,
7194a,0,0,0,0,0,0,1,0,,,,,,
7195a,0,0,0,0,1,0,0,0,,,,,,
7196a,0,0,0,0,0,0,1,0,,,,,,
7197a,0,0,0,0,0,0,1,0,,,,,,
7198a,0,0,0,0,1,0,0,0,,,,,,
7199a,0,0,0,0,0,0,1,0,,,,,,
7200a,0,0,0,0,1,0,0,0,,,,,,
7201a,0,0,0,0,0,0,1,0,,,,,,
7202a,0,0,0,0,1,0,0,0,,,,,,
7203a,0,0,0,0,0,0,1,0,,,,,,
7204a,0,0,0,0,1,0,0,0,,,,,,
7205a,0,0,0,0,0,0,1,0,,,,,,
7206a,0,0,0,0,0,0,1,0,,,,,,
7207a,0,0,0,0,1,0,0,0,,,,,,
7208a,0,0,0,0,0,0,1,0,,,,,,
7209a,0,0,0,0,1,0,0,0,,,,,,
7210a,0,0,0,0,0,0,1,0,,,,,,
7211a,0,0,0,0,1,0,0,0,,,,,,
7212a,0,0,0,0,0,0,1,0,,,,,,
7213a,0,0,0,0,0,0,1,0,,,,,,
7214a,0,0,0,0,1,0,0,0,,,,,,
7215a,0,0,0,0,0,0,1,0,,,,,,
7216a,0,0,0,0,1,0,0,0,,,,,,
7217a,0,0,0,0,0,0,1,0,,,,,,
7218a,0,0,0,0,0,0,1,0,,,,,,
7219a,0,0,0,0,0,0,1,0,,,,,,
7220a,0,0,0,0,1,0,0,0,,,,,,
7221a,0,0,0,0,1,0,0,0,,,,,,
7222a,0,0,0,0,0,0,1,0,,,,,,
7223a,0,0,0,0,1,0,1,0,,,,,,
7224a,0,0,0,0,0,0,1,0,,,,,,
7225a,0,0,0,0,1,0,0,0,,,,,,
7226a,0,0,0,0,0,0,1,0,,,,,,
7227a,0,0,0,0,1,0,0,0,,,,,,
7228a,0,0,0,0,0,0,1,0,,,,,,
7229a,0,0,0,0,1,0,0,0,,,,,,
7230a,0,0,0,0,1,0,0,0,,,,,,
7231a,0,0,0,0,0,0,1,0,,,,,,
7232a,0,0,0,0,1,0,1,0,,,,,,
7233a,0,0,0,0,0,0,1,0,,,,,,
7234a,0,0,0,0,0,0,1,0,,,,,,
7235a,0,0,0,0,1,0,0,0,,,,,,
7236a,0,0,0,0,1,0,0,0,,,,,,
7237a,0,0,0,0,0,0,1,0,,,,,,
7238a,0,0,0,0,1,0,0,0,,,,,,
7239a,0,0,0,0,0,0,1,0,,,,,,
7240a,0,0,0,0,1,0,0,0,,,,,,
7241a,0,0,0,0,0,0,1,0,,,,,,
7242a,0,0,0,0,0,0,1,0,,,,,,
7243a,0,0,0,0,1,0,1,0,,,,,,
7244a,0,0,0,0,0,0,1,0,,,,,,
7245a,0,0,0,0,0,0,1,0,,,,,,
7246a,0,0,0,0,1,0,0,0,,,,,,
7247a,0,0,0,0,0,0,1,0,,,,,,
7248a,0,0,0,0,0,0,1,0,,,,,,
7249a,0,0,0,0,1,0,0,0,,,,,,
7250a,0,0,0,0,0,0,1,0,,,,,,
7251a,0,0,0,0,0,0,1,0,,,,,,
7252a,0,0,0,0,0,0,1,0,,,,,,
7253a,0,0,0,0,1,0,0,0,,,,,,
7254a,0,0,0,0,0,0,1,0,,,,,,
7255a,0,0,0,0,1,0,0,0,,,,,,
7256a,0,0,0,0,1,0,0,0,,,,,,
7257a,0,0,0,0,0,0,1,0,,,,,,
7258a,0,0,0,0,1,0,0,0,,,,,,
7259a,0,0,0,0,0,0,1,0,,,,,,
7260a,0,0,0,0,1,0,0,0,,,,,,
7261a,0,0,0,0,0,0,1,0,,,,,,
7262a,0,0,0,0,1,0,0,0,,,,,,
7263a,0,0,0,0,0,0,1,0,,,,,,
7264a,0,0,0,0,1,0,0,0,,,,,,
7265a,0,0,0,0,0,0,1,0,,,,,,
7266a,0,0,0,0,0,0,1,0,,,,,,
7267a,0,0,0,0,0,0,1,0,,,,,,
7268a,0,0,0,0,0,0,1,0,,,,,,
7269a,0,0,0,0,1,0,0,0,,,,,,
7270a,0,0,0,0,1,0,0,0,,,,,,
7271a,0,0,0,0,0,0,1,0,,,,,,
7272a,0,0,0,0,0,0,1,0,,,,,,
7273a,0,0,0,0,1,0,0,0,,,,,,
7274a,0,0,0,0,0,0,1,0,,,,,,
7275a,0,0,0,0,1,0,1,0,,,,,,
7276a,0,0,0,0,0,0,1,0,,,,,,
7277a,0,0,0,0,1,0,0,0,,,,,,
7278a,0,0,0,0,0,0,1,0,,,,,,
7279a,0,0,0,0,1,0,0,0,,,,,,
7280a,0,0,0,0,0,0,1,0,,,,,,
7281a,0,0,0,0,1,0,0,0,,,,,,
7282a,0,0,0,0,0,0,1,0,,,,,,
7283a,0,0,0,0,1,0,0,0,,,,,,
7284a,0,0,0,0,0,0,1,0,,,,,,
7285a,0,0,0,0,0,0,1,0,,,,,,
7286a,0,0,0,0,1,0,0,0,,,,,,
7287a,0,0,0,0,0,0,1,0,,,,,,
7288a,0,0,0,0,0,0,1,0,,,,,,
7289a,0,0,0,0,0,0,1,0,,,,,,
7290a,0,0,0,0,1,0,0,0,,,,,,
7291a,0,0,0,0,0,0,1,0,,,,,,
7292a,0,0,0,0,0,0,1,0,,,,,,
7293a,0,0,0,0,1,0,0,0,,,,,,
7294a,0,0,0,0,1,0,0,0,,,,,,
7295a,0,0,0,0,0,0,1,0,,,,,,
7296a,0,0,0,0,1,0,0,0,,,,,,
7297a,0,0,0,0,0,0,1,0,,,,,,
7298a,0,0,0,0,1,0,0,0,,,,,,
7299a,0,0,0,0,0,0,1,0,,,,,,
7300a,0,0,0,0,1,0,0,0,,,,,,
7301a,0,0,0,0,1,0,1,0,,,,,,
7302a,0,0,0,0,1,0,0,0,,,,,,
7303a,0,0,0,0,1,0,0,0,,,,,,
7304a,0,0,0,0,0,0,1,0,,,,,,
7305a,0,0,0,0,1,0,0,0,,,,,,
7306a,0,0,0,0,0,0,1,0,,,,,,
7307a,0,0,0,0,1,0,0,0,,,,,,
7308a,0,0,0,0,0,0,1,0,,,,,,
7309a,0,0,0,0,1,0,0,0,,,,,,
7310a,0,0,0,0,1,0,1,0,,,,,,
7311a,0,0,0,0,1,0,1,0,,,,,,
7312a,0,0,0,0,0,0,1,0,,,,,,
7313a,0,0,0,0,1,0,0,0,,,,,,
7314a,0,0,0,0,0,0,1,0,,,,,,
7315a,0,0,0,0,1,0,1,0,,,,,,
7316a,0,0,0,0,1,0,0,0,,,,,,
7317a,0,0,0,0,1,0,1,0,,,,,,
7318a,0,0,0,0,1,0,1,0,,,,,,
7319a,0,0,0,0,0,0,1,0,,,,,,
7320a,0,0,0,0,0,0,1,0,,,,,,
7321a,0,0,0,0,0,0,1,0,,,,,,
7322a,0,0,0,0,1,0,0,0,,,,,,
7323a,0,0,0,0,0,0,1,0,,,,,,
7324a,0,0,0,0,1,0,0,0,,,,,,
7325a,0,0,0,0,0,0,1,0,,,,,,
7326a,0,0,0,0,1,0,0,0,,,,,,
7327a,0,0,0,0,1,0,0,0,,,,,,
7328a,0,0,0,0,0,0,1,0,,,,,,
7329a,0,0,0,0,0,0,1,0,,,,,,
7330a,0,0,0,0,1,0,0,0,,,,,,
7331a,0,0,0,0,0,0,1,0,,,,,,
7332a,0,0,0,0,0,0,1,0,,,,,,
7333a,0,0,0,0,0,0,1,0,,,,,,
7334a,0,0,0,0,0,0,1,0,,,,,,
7335a,0,0,0,0,1,0,0,0,,,,,,
7336a,0,0,0,0,1,0,0,0,,,,,,
7337a,0,0,0,0,0,0,1,0,,,,,,
7338a,0,0,0,0,1,0,0,0,,,,,,
7339a,0,0,0,0,1,0,0,0,,,,,,
7340a,0,0,0,0,0,0,1,0,,,,,,
7341a,0,0,0,0,1,0,0,0,,,,,,
7342a,0,0,0,0,1,0,1,0,,,,,,
7343a,0,0,0,0,0,0,1,0,,,,,,
7344a,0,0,0,0,1,0,0,0,,,,,,
7345a,0,0,0,0,0,0,1,0,,,,,,
7346a,0,0,0,0,1,0,0,0,,,,,,
7347a,0,0,0,0,0,0,1,0,,,,,,
7348a,0,0,0,0,1,0,0,0,,,,,,
7349a,0,0,0,0,1,0,0,0,,,,,,
7350a,0,0,0,0,0,0,1,0,,,,,,
7351a,0,0,0,0,0,0,1,0,,,,,,
7352a,0,0,0,0,0,0,1,0,,,,,,
7353a,0,0,0,0,0,0,1,0,,,,,,
7354a,0,0,0,0,0,0,1,0,,,,,,
7355a,0,0,0,0,0,0,1,0,,,,,,
7356a,0,0,0,0,1,0,0,0,,,,,,
7357a,0,0,0,0,0,0,1,0,,,,,,
7358a,0,0,0,0,1,0,0,0,,,,,,
7359a,0,0,0,0,0,0,1,0,,,,,,
7360a,0,0,0,0,0,0,1,0,,,,,,
7361a,0,0,0,0,0,0,1,0,,,,,,
7362a,0,0,0,0,1,0,0,0,,,,,,
7363a,0,0,0,0,1,0,0,0,,,,,,
7364a,0,0,0,0,0,0,1,0,,,,,,
7365a,0,0,0,0,1,0,0,0,,,,,,
7366a,0,0,0,0,0,0,1,0,,,,,,
7367a,0,0,0,0,1,0,0,0,,,,,,
7368a,0,0,0,0,0,0,1,0,,,,,,
7369a,0,0,0,0,1,0,0,0,,,,,,
7370a,0,0,0,0,0,0,1,0,,,,,,
7371a,0,0,0,0,1,0,0,0,,,,,,
7372a,0,0,0,0,0,0,1,0,,,,,,
7373a,0,0,0,0,0,0,1,0,,,,,,
7374a,0,0,0,0,0,0,1,0,,,,,,
7375a,0,0,0,0,1,0,0,0,,,,,,
7376a,0,0,0,0,0,0,1,0,,,,,,
7377a,0,0,0,0,1,0,0,0,,,,,,
7378a,0,0,0,0,1,0,0,0,,,,,,
7379a,0,0,0,0,0,0,1,0,,,,,,
7380a,0,0,0,0,0,0,1,0,,,,,,
7381a,0,0,0,0,1,0,0,0,,,,,,
7382a,0,0,0,0,0,0,1,0,,,,,,
7383a,0,0,0,0,1,0,0,0,,,,,,
7384a,0,0,0,0,0,0,1,0,,,,,,
7385a,0,0,0,0,1,0,0,0,,,,,,
7386a,0,0,0,0,0,0,1,0,,,,,,
7387a,0,0,0,0,0,0,1,0,,,,,,
7388a,0,0,0,0,1,0,0,0,,,,,,
7389a,0,0,0,0,0,0,1,0,,,,,,
7390a,0,0,0,0,1,0,0,0,,,,,,
7391a,0,0,0,0,0,0,1,0,,,,,,
7392a,0,0,0,0,1,0,0,0,,,,,,
7393a,0,0,0,0,0,0,1,0,,,,,,
7394a,0,0,0,0,1,0,0,0,,,,,,
7395a,0,0,0,0,0,0,1,0,,,,,,
7396a,0,0,0,0,1,0,0,0,,,,,,
7397a,0,0,0,0,0,0,1,0,,,,,,
7398a,0,0,0,0,1,0,0,0,,,,,,
7399a,0,0,0,0,0,0,1,0,,,,,,
7400a,0,0,0,0,1,0,0,0,,,,,,
7401a,0,0,0,0,0,0,1,0,,,,,,
7402a,0,0,0,0,1,0,0,0,,,,,,
7403a,0,0,0,0,0,0,1,0,,,,,,
7404a,0,0,0,0,1,0,0,0,,,,,,
7405a,0,0,0,0,1,0,0,0,,,,,,
7406a,0,0,0,0,0,0,1,0,,,,,,
7407a,0,0,0,0,0,0,1,0,,,,,,
7408a,0,0,0,0,1,0,0,0,,,,,,
7409a,0,0,0,0,0,0,1,0,,,,,,
7410a,0,0,0,0,0,0,1,0,,,,,,
7411a,0,0,0,0,1,0,1,0,,,,,,
7412a,0,0,0,0,0,0,1,0,,,,,,
7413a,0,0,0,0,1,0,0,0,,,,,,
7414a,0,0,0,0,0,0,1,0,,,,,,
7415a,0,0,0,0,1,0,0,0,,,,,,
7416a,0,0,0,0,0,0,1,0,,,,,,
7417a,0,0,0,0,0,0,1,0,,,,,,
7418a,0,0,0,0,0,0,1,0,,,,,,
7419a,0,0,0,0,1,0,0,0,,,,,,
7420a,0,0,0,0,1,0,0,0,,,,,,
7421a,0,0,0,0,1,0,0,0,,,,,,
7422a,0,0,0,0,0,0,1,0,,,,,,
7423a,0,0,0,0,1,0,0,0,,,,,,
7424a,0,0,0,0,0,0,1,0,,,,,,
7425a,0,0,0,0,0,0,1,0,,,,,,
7426a,0,0,0,0,0,0,1,0,,,,,,
7427a,0,0,0,0,1,0,0,0,,,,,,
7428a,0,0,0,0,0,0,1,0,,,,,,
7429a,0,0,0,0,1,0,0,0,,,,,,
7430a,0,0,0,0,0,0,1,0,,,,,,
7431a,0,0,0,0,1,0,0,0,,,,,,
7432a,0,0,0,0,0,0,1,0,,,,,,
7433a,0,0,0,0,1,0,0,0,,,,,,
7434a,0,0,0,0,0,0,1,0,,,,,,
7435a,0,0,0,0,1,0,0,0,,,,,,
7436a,0,0,0,0,0,0,1,0,,,,,,
7437a,0,0,0,0,1,0,0,0,,,,,,
7438a,0,0,0,0,1,0,0,0,,,,,,
7439a,0,0,0,0,0,0,1,0,,,,,,
7440a,0,0,0,0,1,0,0,0,,,,,,
7441a,0,0,0,0,0,0,1,0,,,,,,
7442a,0,0,0,0,1,0,0,0,,,,,,
7443a,0,0,0,0,1,0,0,0,,,,,,
7444a,0,0,0,0,0,0,1,0,,,,,,
7445a,0,0,0,0,1,0,0,0,,,,,,
7446a,0,0,0,0,0,0,1,0,,,,,,
7447a,0,0,0,0,1,0,0,0,,,,,,
7448a,0,0,0,0,1,0,0,0,,,,,,
7449a,0,0,0,0,0,0,1,0,,,,,,
7450a,0,0,0,0,1,0,1,0,,,,,,
7451a,0,0,0,0,1,0,0,0,,,,,,
7452a,0,0,0,0,1,0,1,0,,,,,,
7453a,0,0,0,0,1,0,0,0,,,,,,
7454a,0,0,0,0,0,0,1,0,,,,,,
7455a,0,0,0,0,1,0,0,0,,,,,,
7456a,0,0,0,0,1,0,1,0,,,,,,
7457a,0,0,0,0,1,0,0,0,,,,,,
7458a,0,0,0,0,0,0,1,0,,,,,,
7459a,0,0,0,0,0,0,1,0,,,,,,
7460a,0,0,0,0,1,0,0,0,,,,,,
7461a,0,0,0,0,0,0,1,0,,,,,,
7462a,0,0,0,0,1,0,0,0,,,,,,
7463a,0,0,0,0,1,0,0,0,,,,,,
7464a,0,0,0,0,0,0,1,0,,,,,,
7465a,0,0,0,0,1,0,0,0,,,,,,
7466a,0,0,0,0,0,0,1,0,,,,,,
7467a,0,0,0,0,0,0,1,0,,,,,,
7468a,0,0,0,0,1,0,0,0,,,,,,
7469a,0,0,0,0,0,0,1,0,,,,,,
7470a,0,0,0,0,1,0,0,0,,,,,,
7471a,0,0,0,0,1,0,0,0,,,,,,
7472a,0,0,0,0,0,0,1,0,,,,,,
7473a,0,0,0,0,1,0,0,0,,,,,,
7474a,0,0,0,0,0,0,1,0,,,,,,
7475a,0,0,0,0,1,0,0,0,,,,,,
7476a,0,0,0,0,0,0,1,0,,,,,,
7477a,0,0,0,0,1,0,0,0,,,,,,
7478a,0,0,0,0,0,0,1,0,,,,,,
7479a,0,0,0,0,1,0,0,0,,,,,,
7480a,0,0,0,0,0,0,1,0,,,,,,
7481a,0,0,0,0,0,0,1,0,,,,,,
7482a,0,0,0,0,1,0,0,0,,,,,,
7483a,0,0,0,0,1,0,0,0,,,,,,
7484a,0,0,0,0,0,0,1,0,,,,,,
7485a,0,0,0,0,1,0,0,0,,,,,,
7486a,0,0,0,0,0,0,1,0,,,,,,
7487a,0,0,0,0,1,0,0,0,,,,,,
7488a,0,0,0,0,0,0,1,0,,,,,,
7489a,0,0,0,0,1,0,0,0,,,,,,
7490a,0,0,0,0,0,0,1,0,,,,,,
7491a,0,0,0,0,0,0,1,0,,,,,,
7492a,0,0,0,0,1,0,0,0,,,,,,
7493a,0,0,0,0,0,0,1,0,,,,,,
7494a,0,0,0,0,0,0,1,0,,,,,,
7495a,0,0,0,0,1,0,1,0,,,,,,
7496a,0,0,0,0,0,0,1,0,,,,,,
7497a,0,0,0,0,0,0,1,0,,,,,,
7498a,0,0,0,0,1,0,0,0,,,,,,
7499a,0,0,0,0,0,0,1,0,,,,,,
7500a,0,0,0,0,1,0,0,0,,,,,,
7501a,0,0,0,0,0,0,1,0,,,,,,
7502a,0,0,0,0,1,0,0,0,,,,,,
7503a,0,0,0,0,0,0,1,0,,,,,,
7504a,0,0,0,0,0,0,1,0,,,,,,
7505a,0,0,0,0,1,0,1,0,,,,,,
7506a,0,0,0,0,1,0,0,0,,,,,,
7507a,0,0,0,0,0,0,1,0,,,,,,
7508a,0,0,0,0,1,0,0,0,,,,,,
7509a,0,0,0,0,0,0,1,0,,,,,,
7510a,0,0,0,0,1,0,0,0,,,,,,
7511a,0,0,0,0,1,0,0,0,,,,,,
7512a,0,0,0,0,1,0,0,0,,,,,,
7513a,0,0,0,0,1,0,1,0,,,,,,
7514a,0,0,0,0,0,0,1,0,,,,,,
7515a,0,0,0,0,1,0,0,0,,,,,,
7516a,0,0,0,0,0,0,1,0,,,,,,
7517a,0,0,0,0,1,0,0,0,,,,,,
7518a,0,0,0,0,0,0,1,0,,,,,,
7519a,0,0,0,0,1,0,0,0,,,,,,
7520a,0,0,0,0,0,0,1,0,,,,,,
7521a,0,0,0,0,1,0,0,0,,,,,,
7522a,0,0,0,0,0,0,1,0,,,,,,
7523a,0,0,0,0,1,0,0,0,,,,,,
7524a,0,0,0,0,0,0,1,0,,,,,,
7525a,0,0,0,0,1,0,0,0,,,,,,
7526a,0,0,0,0,0,0,1,0,,,,,,
7527a,0,0,0,0,1,0,0,0,,,,,,
7528a,0,0,0,0,1,0,0,0,,,,,,
7529a,0,0,0,0,0,0,1,0,,,,,,
7530a,0,0,0,0,1,0,0,0,,,,,,
7531a,0,0,0,0,0,0,1,0,,,,,,
7532a,0,0,0,0,1,0,0,0,,,,,,
7533a,0,0,0,0,0,0,1,0,,,,,,
7534a,0,0,0,0,1,0,0,0,,,,,,
7535a,0,0,0,0,0,0,1,0,,,,,,
7536a,0,0,0,0,1,0,0,0,,,,,,
7537a,0,0,0,0,0,0,1,0,,,,,,
7538a,0,0,0,0,1,0,0,0,,,,,,
7539a,0,0,0,0,0,0,1,0,,,,,,
7540a,0,0,0,0,1,0,0,0,,,,,,
7541a,0,0,0,0,0,0,1,0,,,,,,
7542a,0,0,0,0,1,0,0,0,,,,,,
7543a,0,0,0,0,1,0,0,0,,,,,,
7544a,0,0,0,0,0,0,1,0,,,,,,
7545a,0,0,0,0,1,0,0,0,,,,,,
7546a,0,0,0,0,0,0,1,0,,,,,,
7547a,0,0,0,0,1,0,0,0,,,,,,
7548a,0,0,0,0,1,0,0,0,,,,,,
7549a,0,0,0,0,0,0,1,0,,,,,,
7550a,0,0,0,0,1,0,0,0,,,,,,
7551a,0,0,0,0,1,0,0,0,,,,,,
7552a,0,0,0,0,0,0,1,0,,,,,,
7553a,0,0,0,0,1,0,0,0,,,,,,
7554a,0,0,0,0,0,0,1,0,,,,,,
7555a,0,0,0,0,1,0,0,0,,,,,,
7556a,0,0,0,0,0,0,1,0,,,,,,
7557a,0,0,0,0,1,0,0,0,,,,,,
7558a,0,0,0,0,0,0,1,0,,,,,,
7559a,0,0,0,0,1,0,0,0,,,,,,
7560a,0,0,0,0,1,0,0,0,,,,,,
7561a,0,0,0,0,0,0,1,0,,,,,,
7562a,0,0,0,0,1,0,0,0,,,,,,
7563a,0,0,0,0,0,0,1,0,,,,,,
7564a,0,0,0,0,1,0,0,0,,,,,,
7565a,0,0,0,0,0,0,1,0,,,,,,
7566a,0,0,0,0,1,0,0,0,,,,,,
7567a,0,0,0,0,0,0,1,0,,,,,,
7568a,0,0,0,0,1,0,0,0,,,,,,
7569a,0,0,0,0,0,0,1,0,,,,,,
7570a,0,0,0,0,1,0,0,0,,,,,,
7571a,0,0,0,0,1,0,0,0,,,,,,
7572a,0,0,0,0,0,0,1,0,,,,,,
7573a,0,0,0,0,0,0,1,0,,,,,,
7574a,0,0,0,0,1,0,0,0,,,,,,
7575a,0,0,0,0,0,0,1,0,,,,,,
7576a,0,0,0,0,1,0,0,0,,,,,,
7577a,0,0,0,0,0,0,1,0,,,,,,
7578a,0,0,0,0,1,0,0,0,,,,,,
7579a,0,0,0,0,0,0,1,0,,,,,,
7580a,0,0,0,0,1,0,0,0,,,,,,
7581a,0,0,0,0,0,0,1,0,,,,,,
7582a,0,0,0,0,1,0,0,0,,,,,,
7583a,0,0,0,0,1,0,0,0,,,,,,
7584a,0,0,0,0,0,0,1,0,,,,,,
7585a,0,0,0,0,1,0,0,0,,,,,,
7586a,0,0,0,0,0,0,1,0,,,,,,
7587a,0,0,0,0,1,0,0,0,,,,,,
7588a,0,0,0,0,0,0,1,0,,,,,,
7589a,0,0,0,0,1,0,0,0,,,,,,
7590a,0,0,0,0,1,0,0,0,,,,,,
7591a,0,0,0,0,0,0,1,0,,,,,,
7592a,0,0,0,0,1,0,0,0,,,,,,
7593a,0,0,0,0,0,0,1,0,,,,,,
7594a,0,0,0,0,1,0,0,0,,,,,,
7595a,0,0,0,0,1,0,0,0,,,,,,
7596a,0,0,0,0,1,0,0,0,,,,,,
7597a,0,0,0,0,1,0,0,0,,,,,,
7598a,0,0,0,0,0,0,1,0,,,,,,
7599a,0,0,0,0,1,0,0,0,,,,,,
7600a,0,0,0,0,0,0,1,0,,,,,,
7601a,0,0,0,0,1,0,0,0,,,,,,
7602a,0,0,0,0,1,0,0,0,,,,,,
7603a,0,0,0,0,0,0,1,0,,,,,,
7604a,0,0,0,0,1,0,0,0,,,,,,
7605a,0,0,0,0,0,0,1,0,,,,,,
7606a,0,0,0,0,1,0,0,0,,,,,,
7607a,0,0,0,0,0,0,1,0,,,,,,
7608a,0,0,0,0,1,0,0,0,,,,,,
7609a,0,0,0,0,0,0,1,0,,,,,,
7610a,0,0,0,0,0,0,1,0,,,,,,
7611a,0,0,0,0,1,0,0,0,,,,,,
7612a,0,0,0,0,0,0,1,0,,,,,,
7613a,0,0,0,0,1,0,0,0,,,,,,
7614a,0,0,0,0,1,0,0,0,,,,,,
7615a,0,0,0,0,1,0,1,0,,,,,,
7616a,0,0,0,0,0,0,1,0,,,,,,
7617a,0,0,0,0,1,0,0,0,,,,,,
7618a,0,0,0,0,0,0,1,0,,,,,,
7619a,0,0,0,0,1,0,0,0,,,,,,
7620a,0,0,0,0,0,0,1,0,,,,,,
7621a,0,0,0,0,1,0,0,0,,,,,,
